DatasetID,ProfileKey,Direction,MCSTable,MCSIndex,Rank,Channel,TargetBLER,ThresholdDb,CILowDb,CIHighDb,TrainingSHA256,HoldoutError,DatasetSHA256,Status
RSLA-CQI-CAL-0075,fc339be63febbe4f4563e6c9235bd883490363aa6f096ad86d30a202670e488d,DL,qam64,16,1,CDL-C,0.1,5.6,5.1,6.1,021e1949b758213ebcefe402b18f7cdef4190fd7a6b09695ddbd451b6f96efbd,0.05,5f4e7769ee3cd82a1799ffb704266b0fc80dd5baa5277b66188dab65ba7051a4,PASS
RSLA-CQI-CAL-0076,b04d075bfc7a0bc511430a293a02e521695b716552f81714c6f87da343ebfb12,DL,qam64,16,2,AWGN,0.1,6.1,5.6,6.6,bc0ef1d5b130b415347f8bb0af6766457afe3f616ad1e72c3f5f4eb384fc2c9f,0.05,b0fbd6c7c10303177905ddcd61edebb5f1795231863c32e946016f9bf0c2b640,PASS
RSLA-CQI-CAL-0077,b163bc070a23ef6c4ceb07663c2e62f630ffd7a0ff38bae54a8b6d64cdc8dce5,DL,qam64,16,2,TDL-C,0.1,6.1,5.6,6.6,054a5fa47b1522a98b04868bc9990647246f7f3bc1224e068663236546d1ef9b,0.05,b73fff4d14f56ab97dcc0f1871b5e73be5d2a5bedfac64df07e428496bff8d68,PASS
RSLA-CQI-CAL-0078,91544348212136926b620cc2d90a20fd1846146cc7447a2b0ae3c8088632f491,DL,qam64,16,2,CDL-C,0.1,6.1,5.6,6.6,f73b79782152369f7d74b0a4d721f8aa1df0ba408a68962d497d5173401f14a8,0.05,60ba0c2a796b81a4db0f440c934134ea25dd32af0b56cfdfbf91afa1d6ff1e60,PASS
RSLA-CQI-CAL-0079,b67037cb163c1f1a39e919cd1994e009e03c90a8df1f9772c5aaf7701fa16841,DL,qam64,16,4,AWGN,0.1,7.1,6.6,7.6,5484bff6e5047c7bb7ea9e1165346e5c05aecb2bc95d68a146d240189d14fd47,0.05,21779bf9301e1e1f463e4ca72b19129ef3ab4843aa3ea8a6e307da0ebf2a309e,PASS
RSLA-CQI-CAL-0080,a8db26609fb09736c2b12eb2287377c798fe96cc4178646c33d4443a8534520d,DL,qam64,16,4,TDL-C,0.1,7.1,6.6,7.6,27e06eec0bc3b5f6460edc815669224b2839162f332f91093abbfe80034e72e3,0.05,198e5976079835803432df4e71ddae015ce52d1919d774af38a03510cf557134,PASS
RSLA-CQI-CAL-0081,ba1f5cb0ab6cbc76e3670bde45dcbb825f94e4f311ccc79d17acdaa8c5026861,DL,qam64,16,4,CDL-C,0.1,7.1,6.6,7.6,a042191af524f98f62ec3678837a932efbd824a768519eadf86a63f353dac00e,0.05,0d8c3cc86c67deb43b66d239a5bcebd4e9389475f180ff41026fdf0d3ae93d6c,PASS
RSLA-CQI-CAL-0082,152e761ab2ab7d0048779444eb31450ea5765c8846965d3904080a0ca1b5c271,DL,qam64,18,1,AWGN,0.1,7.3,6.8,7.8,96db9322e936da5979cc9e61525bd99b3e7b14bb43495a2ad657ba0219dadf73,0.05,16ef06bc883fce9c18e484e6f481473e6a9181e30dc449de81052779a60bdd75,PASS
RSLA-CQI-CAL-0083,13623ca4fa4cd57e131d8e6281923ea2d45654bac944a30555a5f39cf162c616,DL,qam64,18,1,TDL-C,0.1,7.3,6.8,7.8,02d831e79cfc5b28e7c978e065888ca27e811b1c36cb75d9c7559c57ef06e602,0.05,1f730767065a6b2803a95ef88711555c28a5c358a894727e6946ebcbcdd5f3d6,PASS
RSLA-CQI-CAL-0084,fc339be63febbe4f4563e6c9235bd883490363aa6f096ad86d30a202670e488d,DL,qam64,18,1,CDL-C,0.1,7.3,6.8,7.8,0a9799a79ddb51c184a24cfdc0d73e9334700c86b64c4d89b63eee5785bc84ad,0.05,30806ed46226c9bdbf4208e26a7dede75d83d550546044be146545283f0918f7,PASS
RSLA-CQI-CAL-0085,b04d075bfc7a0bc511430a293a02e521695b716552f81714c6f87da343ebfb12,DL,qam64,18,2,AWGN,0.1,7.8,7.3,8.3,994508ce649800cb7adb50d2d6eb8ae1096631f35def767802a4fd713ccd9c5a,0.05,ba1e44ca8aeda9387c9a160ba63d90de062383fbb32f0606695eaa670107f7cd,PASS
RSLA-CQI-CAL-0086,b163bc070a23ef6c4ceb07663c2e62f630ffd7a0ff38bae54a8b6d64cdc8dce5,DL,qam64,18,2,TDL-C,0.1,7.8,7.3,8.3,f202774843c18fc56cf3702043f79e2a537b7a33eedf835a8bb09c9f7ca0c5ae,0.05,3fc3767504ec39bdb538f946fd9ba66631a49991a0080da610758344b067e3d3,PASS
RSLA-CQI-CAL-0087,91544348212136926b620cc2d90a20fd1846146cc7447a2b0ae3c8088632f491,DL,qam64,18,2,CDL-C,0.1,7.8,7.3,8.3,aa1ff1dbb48f132fc6ed1023503f531a5a4a62ad210ca4287bc63545578b081a,0.05,8941f66348a492756ae0bf044c074d78c29b3d7516b69215ec9c91571e059e5f,PASS
RSLA-CQI-CAL-0088,b67037cb163c1f1a39e919cd1994e009e03c90a8df1f9772c5aaf7701fa16841,DL,qam64,18,4,AWGN,0.1,8.8,8.3,9.3,fde3a3e6086bfa83b5e014e4e116dce297e79f6f0180adab432b6964ba4c8fb9,0.05,d492bc1df850dde24f6bbaa7f324c64922da02d8bec074984ad4a7de9832c0c9,PASS
RSLA-CQI-CAL-0089,a8db26609fb09736c2b12eb2287377c798fe96cc4178646c33d4443a8534520d,DL,qam64,18,4,TDL-C,0.1,8.8,8.3,9.3,f7d3740207e5fb341dc88edd299c719adc175ac59748e5c07e07ce3246880ed1,0.05,9b917a6474e9785c1e1b4a69562d4b860d013e86e73678ba2d9126bab922cefc,PASS
RSLA-CQI-CAL-0090,ba1f5cb0ab6cbc76e3670bde45dcbb825f94e4f311ccc79d17acdaa8c5026861,DL,qam64,18,4,CDL-C,0.1,8.8,8.3,9.3,86dca88adb1feb56490ccb907293c3a7af7b7f669fedf650c81fd2eef4a2a331,0.05,783cc05627a97fdd7c110aa8acaeceb32b72e557506295ca2a04ad1bbe444222,PASS
RSLA-CQI-CAL-0091,152e761ab2ab7d0048779444eb31450ea5765c8846965d3904080a0ca1b5c271,DL,qam64,20,1,AWGN,0.1,9,8.5,9.5,cb95419c51cade0f9e9d1bb5f363fc362ca81d1972f45dd30ff43208204b5106,0.05,5cf8ba80f0d37b98d73e217d095b76bcf1eea72e265c4fdded3775874b36f3db,PASS
RSLA-CQI-CAL-0092,13623ca4fa4cd57e131d8e6281923ea2d45654bac944a30555a5f39cf162c616,DL,qam64,20,1,TDL-C,0.1,9,8.5,9.5,b28cc7d1efce57d5b850da1206fcbda0ed3431ed0878aceb10f0245206296217,0.05,57001978caaf70c8ed5de5cd4b54b3636e77eda5223e6c0d35a244d04c5154f5,PASS
RSLA-CQI-CAL-0093,fc339be63febbe4f4563e6c9235bd883490363aa6f096ad86d30a202670e488d,DL,qam64,20,1,CDL-C,0.1,9,8.5,9.5,5125b1d479012d7bf3e7752187c634f94bf846326d16e5cc0fc36789ac08b059,0.05,3c5d4cf22587e5e26c6468e29baf311939e87de454fcc52bde88ab26c5d3f3c8,PASS
RSLA-CQI-CAL-0094,b04d075bfc7a0bc511430a293a02e521695b716552f81714c6f87da343ebfb12,DL,qam64,20,2,AWGN,0.1,9.5,9,10,d20a5aa6ec562ad7fe28022bfdbd470f29ffc29433a30373dc5d46349cae125e,0.05,1f78c8a12e76e5cb129c717db88bdb13baa7aed5ce24de496f56934a32882ce3,PASS
RSLA-CQI-CAL-0095,b163bc070a23ef6c4ceb07663c2e62f630ffd7a0ff38bae54a8b6d64cdc8dce5,DL,qam64,20,2,TDL-C,0.1,9.5,9,10,bc59b5dd8d0fe7d0914a2e7dfac5de46d91a039f5c18380096d282367e11823a,0.05,5010bcaa83d3e6b7b178c2f2a92461d6bafc9363695eafe2582a3722c7df54b0,PASS
RSLA-CQI-CAL-0096,91544348212136926b620cc2d90a20fd1846146cc7447a2b0ae3c8088632f491,DL,qam64,20,2,CDL-C,0.1,9.5,9,10,bee2fa7e505c879c1439fffc66030497fc71183e36aa0d899772cb90a8487ff2,0.05,c1c70d860c025a359bb8a87e72bb23e8b3f2a86564cc553487745d1ad195c273,PASS
RSLA-CQI-CAL-0097,b67037cb163c1f1a39e919cd1994e009e03c90a8df1f9772c5aaf7701fa16841,DL,qam64,20,4,AWGN,0.1,10.5,10,11,36637eb03594858211018f55d91271b4f9c1e70faf1e52a40b61f2e7dad22a15,0.05,ab83c89120d280c4f096ca354c13edcf98fc2ca02c024eeaf3d1a9a529cfb69a,PASS
RSLA-CQI-CAL-0098,a8db26609fb09736c2b12eb2287377c798fe96cc4178646c33d4443a8534520d,DL,qam64,20,4,TDL-C,0.1,10.5,10,11,f65f69b800d1dc1d2a1ee3b09f390b5ea0d987105e0f482649c396b206faf0e3,0.05,44952fcd0ecff92716d4bb35a29d65f61a1ad6bb924a743dc6fe7e6a83a52d08,PASS
RSLA-CQI-CAL-0099,ba1f5cb0ab6cbc76e3670bde45dcbb825f94e4f311ccc79d17acdaa8c5026861,DL,qam64,20,4,CDL-C,0.1,10.5,10,11,6a3b8172847e6022fb6da2473758521869de14db384f44287eb0e68c70c440a2,0.05,614556ecbd32249fb5b3dee6a80ed8c1fcfd3f38b32221a66301b23259033cc5,PASS
RSLA-CQI-CAL-0100,152e761ab2ab7d0048779444eb31450ea5765c8846965d3904080a0ca1b5c271,DL,qam64,22,1,AWGN,0.1,10.7,10.2,11.2,f4e794c926f308fa540945d211306219fecbfa39725305ab213e10a3515dee61,0.05,df1d9727f2181760267a02fa94d2e69fa862faa1c1d2407f6d71af3eaba07e42,PASS
RSLA-CQI-CAL-0101,13623ca4fa4cd57e131d8e6281923ea2d45654bac944a30555a5f39cf162c616,DL,qam64,22,1,TDL-C,0.1,10.7,10.2,11.2,b06a4bc9c6234a8766c2366eb313cd5ad1ebe117e4c295ca5791f80546625886,0.05,f2381e7df0ff569864d482a5894df55baeb7c628318c406dd5273ae796011940,PASS
RSLA-CQI-CAL-0102,fc339be63febbe4f4563e6c9235bd883490363aa6f096ad86d30a202670e488d,DL,qam64,22,1,CDL-C,0.1,10.7,10.2,11.2,55713b0253b427790e7f89693d0e536b277a12ab27228ac57142effb2035bf33,0.05,a13a9d4bba4c31f95c10486703a1e8a82f45944c67a2129af845d15d529fe020,PASS
RSLA-CQI-CAL-0103,b04d075bfc7a0bc511430a293a02e521695b716552f81714c6f87da343ebfb12,DL,qam64,22,2,AWGN,0.1,11.2,10.7,11.7,8a6000bb9277a9a0bd65f89763430648711a0888195bcaf2376d28b9cd095725,0.05,341542e77a644f92f7cb35d1c538fb0c4d661678269da98fc67081977367a35a,PASS
RSLA-CQI-CAL-0104,b163bc070a23ef6c4ceb07663c2e62f630ffd7a0ff38bae54a8b6d64cdc8dce5,DL,qam64,22,2,TDL-C,0.1,11.2,10.7,11.7,7fe2dbdf94def893c020baed95867265ab754dd7fa480924a546ebe0cefb6351,0.05,5819f059ea6231f4daf1ed23e96c453f9d38ef4abe26533e1aefae7b9ede7cd5,PASS
RSLA-CQI-CAL-0105,91544348212136926b620cc2d90a20fd1846146cc7447a2b0ae3c8088632f491,DL,qam64,22,2,CDL-C,0.1,11.2,10.7,11.7,edb3477838d83eca217cd5e05ba0fad9815ac5471389c39c65f5752f177231a1,0.05,ef55baac276e6dee6d07ae860a3ed0d8a03c07080014587c574e8af79a0828bf,PASS
RSLA-CQI-CAL-0106,b67037cb163c1f1a39e919cd1994e009e03c90a8df1f9772c5aaf7701fa16841,DL,qam64,22,4,AWGN,0.1,12.2,11.7,12.7,7ca9ef6b064e6b5e6815be7d8abab4a90b58911f0788fb7fbe9c8b0f1c93a401,0.05,ef0462bb93f2834df14f072ae92c18ee9818261de3e331ce933e5c013b11239c,PASS
RSLA-CQI-CAL-0107,a8db26609fb09736c2b12eb2287377c798fe96cc4178646c33d4443a8534520d,DL,qam64,22,4,TDL-C,0.1,12.2,11.7,12.7,ff7cc2667487df105d6fca2eaedccc790cf056ec30b5629166d44d16606c8c3c,0.05,525c9b4feb2c796cf06260333bb23dca99ca80baa8801c22a62fe2f074ad6247,PASS
RSLA-CQI-CAL-0108,ba1f5cb0ab6cbc76e3670bde45dcbb825f94e4f311ccc79d17acdaa8c5026861,DL,qam64,22,4,CDL-C,0.1,12.2,11.7,12.7,ea362ecd2b9d5242176ea378060f3f965a4487f452b6b15d37fc09122003bcaa,0.05,2a824f987d8af78d74edc4469a6ad94516833f49c7d12fa73d27c31560540daf,PASS
RSLA-CQI-CAL-0109,152e761ab2ab7d0048779444eb31450ea5765c8846965d3904080a0ca1b5c271,DL,qam64,24,1,AWGN,0.1,12.4,11.9,12.9,daf6ab645ecc7a644ccbd3cf7633f8fd730572d2276dd376f2ff2465956880ae,0.05,138bcb8da4bac4a48441177899397dd4bcde0f0ba1bcafad3410545de501c5da,PASS
RSLA-CQI-CAL-0110,13623ca4fa4cd57e131d8e6281923ea2d45654bac944a30555a5f39cf162c616,DL,qam64,24,1,TDL-C,0.1,12.4,11.9,12.9,21b3bdb6a98007097eb7fa79bf88a2e96c239f9b897c9632c0a4c8608d7590a6,0.05,54a1d3a8c3a464885ba2c91b45a14f55f8b87793b4266f7d926f31a8a81b559b,PASS
RSLA-CQI-CAL-0111,fc339be63febbe4f4563e6c9235bd883490363aa6f096ad86d30a202670e488d,DL,qam64,24,1,CDL-C,0.1,12.4,11.9,12.9,98c17522bec372d62fe70e05bc4ae6835bf3a9b0cdd1a22bb752c0534d904fc5,0.05,02cccc2b548efae8d80a67feef94f0eb1492c491e0f78087ebe911c8d1529155,PASS
RSLA-CQI-CAL-0112,b04d075bfc7a0bc511430a293a02e521695b716552f81714c6f87da343ebfb12,DL,qam64,24,2,AWGN,0.1,12.9,12.4,13.4,145c3ff6fd76b35eaa8cf3bc9bfcfdec71c6a0c2e841bd0ec0097ce97019d0f3,0.05,24ac21232972e8d6f9fc10601a4315f0d24666703df5eb52a4e63fc01df53b0f,PASS
RSLA-CQI-CAL-0113,b163bc070a23ef6c4ceb07663c2e62f630ffd7a0ff38bae54a8b6d64cdc8dce5,DL,qam64,24,2,TDL-C,0.1,12.9,12.4,13.4,7a831a68cbdee69ba0904e31a6c5040dc4690e994b5494afd036836ae124cbb7,0.05,d36a91985c12435553de761c05ef153ecbbf02e7ea92223993958765c8813ffe,PASS
RSLA-CQI-CAL-0114,91544348212136926b620cc2d90a20fd1846146cc7447a2b0ae3c8088632f491,DL,qam64,24,2,CDL-C,0.1,12.9,12.4,13.4,1eca9a25a3c4b61618ac8ca26551532a21317a37d8d6714045f06ecf5f59b157,0.05,35b5a0be68c0613e2cd03f74962c75b9c45b4a86f614c61dc43722ec4344cc9a,PASS
RSLA-CQI-CAL-0115,b67037cb163c1f1a39e919cd1994e009e03c90a8df1f9772c5aaf7701fa16841,DL,qam64,24,4,AWGN,0.1,13.9,13.4,14.4,d62f61763ac2ca9e50c84f41c8bad7609ae638407d5c511d63077cc3d69a8e3e,0.05,6007d21a5c6b530f49de29fe1de79d77b2c2babe2cb5cc0a1d0b7d32d462096d,PASS
RSLA-CQI-CAL-0116,a8db26609fb09736c2b12eb2287377c798fe96cc4178646c33d4443a8534520d,DL,qam64,24,4,TDL-C,0.1,13.9,13.4,14.4,95e470b10e7bc9658c40d58201d25448d98fe6516f7b7cb9736042927cf32c56,0.05,d0f38ab9e61be976453c6b48ac6d6023944591b423df75926cb45a1289f854ff,PASS
RSLA-CQI-CAL-0117,ba1f5cb0ab6cbc76e3670bde45dcbb825f94e4f311ccc79d17acdaa8c5026861,DL,qam64,24,4,CDL-C,0.1,13.9,13.4,14.4,9ddf3628ca44f9844d9bdd3439025a9fd1b91b08365f7a15ea29cce895a20cdc,0.05,d9653a2c5400be6cb9b8f1789306e641fe5ef36a0af592e5328d51d5e6928991,PASS
RSLA-CQI-CAL-0118,152e761ab2ab7d0048779444eb31450ea5765c8846965d3904080a0ca1b5c271,DL,qam64,26,1,AWGN,0.1,14.1,13.6,14.6,fac160a4a442bc7f1412b3d725d0ee6d53ef829a83377a74afc3750071a6636b,0.05,ce69f20bedf19e97822b74c3eaa7821a3963c3704f4d576cd120f6c374a53c24,PASS
RSLA-CQI-CAL-0119,13623ca4fa4cd57e131d8e6281923ea2d45654bac944a30555a5f39cf162c616,DL,qam64,26,1,TDL-C,0.1,14.1,13.6,14.6,4353021b4553b8d9f816bd959e9f4ec60e5d9999bfed1a3a008af2f3dd0b12d6,0.05,e0235d6383d4be2d19942fb0b0fe1bb2b75e705ff106d28e1dd76f8675bbcad5,PASS
RSLA-CQI-CAL-0120,fc339be63febbe4f4563e6c9235bd883490363aa6f096ad86d30a202670e488d,DL,qam64,26,1,CDL-C,0.1,14.1,13.6,14.6,188b35d5590e00df6962f1b2d319e861c73bb91ed9ce3627526f456280fcb90a,0.05,89d94cdc542815515b516a4f5948823303897c096251e870b1f857ee1a578aec,PASS
