RunID,FamilyID,PairID,Metric,BaselineValue,TreatmentValue,AbsoluteEffect,RelativeEffect,CILower,CIUpper,PValue,AdjustedPValue,EffectSize,Conclusion,Status
PUCCH_IMPACT_R18,F33,F33-P03,PowerError_dB,1.33226762955019e-15,4.44089209850063e-16,-8.88178419700125e-16,-0.666666666666667,-1,0.999999999999999,1,1,-8.88178419700125e-16,treatment_decreased_metric,PASS
PUCCH_IMPACT_R18,F33,F33-P04,PowerError_dB,8.88178419700125e-16,0,-8.88178419700125e-16,-1,-1,0.999999999999999,1,1,-8.88178419700125e-16,treatment_decreased_metric,PASS
PUCCH_IMPACT_R18,F33,F33-P05,PowerError_dB,8.88178419700125e-16,4.44089209850063e-15,3.5527136788005e-15,4,-0.999999999999996,1,1,1,3.5527136788005e-15,treatment_increased_metric,PASS
PUCCH_IMPACT_R18,F33,F33-P06,PowerError_dB,0,1.77635683940025e-15,1.77635683940025e-15,8,-0.999999999999998,1,1,1,1.77635683940025e-15,treatment_increased_metric,PASS
PUCCH_IMPACT_R18,F34,F34-P01,PowerError_dB,2.22044604925031e-15,1.33226762955019e-15,-8.88178419700125e-16,-0.4,-1,0.999999999999999,1,1,-8.88178419700125e-16,treatment_decreased_metric,PASS
PUCCH_IMPACT_R18,F34,F34-P02,PowerError_dB,0,8.88178419700125e-16,8.88178419700125e-16,4,-0.999999999999999,1,1,1,8.88178419700125e-16,treatment_increased_metric,PASS
PUCCH_IMPACT_R18,F34,F34-P03,PowerError_dB,6.66133814775094e-16,2.94209101525666e-15,2.27595720048157e-15,3.41666666666667,-0.999999999999998,1,1,1,2.27595720048157e-15,treatment_increased_metric,PASS
PUCCH_IMPACT_R18,F34,F34-P04,PowerError_dB,4.44089209850063e-15,0,-4.44089209850063e-15,-1,-1,0.999999999999996,1,1,-4.44089209850063e-15,treatment_decreased_metric,PASS
PUCCH_IMPACT_R18,F34,F34-P05,PowerError_dB,0,4.44089209850063e-15,4.44089209850063e-15,20,-0.999999999999996,1,1,1,4.44089209850063e-15,treatment_increased_metric,PASS
PUCCH_IMPACT_R18,F34,F34-P06,PowerError_dB,5.55111512312578e-15,8.88178419700125e-16,-4.66293670342566e-15,-0.84,-1,0.999999999999995,1,1,-4.66293670342566e-15,treatment_decreased_metric,PASS
PUCCH_IMPACT_R18,F35,F35-P01,EVM,15,15,0,0,-15,15,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F35,F35-P02,EVM,15,15,0,0,-15,15,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F35,F35-P03,EVM,15,15,0,0,-15,15,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F35,F35-P04,EVM,15,15,0,0,-15,15,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F35,F35-P05,EVM,15,15,0,0,-15,15,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F35,F35-P06,EVM,15,15,0,0,-15,15,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F36,F36-P01,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F36,F36-P02,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F36,F36-P03,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F36,F36-P04,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F36,F36-P05,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F36,F36-P06,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F37,F37-P01,PowerError_dB,2.22044604925031e-15,8.88178419700125e-16,-1.33226762955019e-15,-0.6,-1,0.999999999999999,1,1,-1.33226762955019e-15,treatment_decreased_metric,PASS
PUCCH_IMPACT_R18,F37,F37-P02,PowerError_dB,4.88498130835069e-15,8.88178419700125e-16,-3.99680288865056e-15,-0.818181818181818,-1,0.999999999999996,1,1,-3.99680288865056e-15,treatment_decreased_metric,PASS
PUCCH_IMPACT_R18,F37,F37-P03,PowerError_dB,1.33226762955019e-15,0,-1.33226762955019e-15,-1,-1,0.999999999999999,1,1,-1.33226762955019e-15,treatment_decreased_metric,PASS
PUCCH_IMPACT_R18,F37,F37-P04,PowerError_dB,4.44089209850063e-15,4.44089209850063e-15,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F37,F37-P05,PowerError_dB,4.88498130835069e-15,1.77635683940025e-15,-3.10862446895044e-15,-0.636363636363636,-1,0.999999999999997,1,1,-3.10862446895044e-15,treatment_decreased_metric,PASS
PUCCH_IMPACT_R18,F37,F37-P06,PowerError_dB,4.44089209850063e-16,8.88178419700125e-16,4.44089209850063e-16,1,-1,1,1,1,4.44089209850063e-16,treatment_increased_metric,PASS
PUCCH_IMPACT_R18,F38,F38-P01,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F38,F38-P02,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F38,F38-P03,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F38,F38-P04,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F38,F38-P05,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F38,F38-P06,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F39,F39-P01,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F39,F39-P02,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F39,F39-P03,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F39,F39-P04,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F39,F39-P05,BLER,0,1,1,4.5035996273705e+15,0,2,1,1,1,treatment_increased_metric,PASS
PUCCH_IMPACT_R18,F39,F39-P06,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F40,F40-P01,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F40,F40-P02,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F40,F40-P03,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F40,F40-P04,BLER,0,1,1,4.5035996273705e+15,0,2,1,1,1,treatment_increased_metric,PASS
PUCCH_IMPACT_R18,F40,F40-P05,BLER,1,0,-1,-1,-2,0,1,1,-1,treatment_decreased_metric,PASS
PUCCH_IMPACT_R18,F40,F40-P06,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F41,F41-P01,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F41,F41-P02,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F41,F41-P03,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F41,F41-P04,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F41,F41-P05,BLER,1,0,-1,-1,-2,0,1,1,-1,treatment_decreased_metric,PASS
PUCCH_IMPACT_R18,F41,F41-P06,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F42,F42-P01,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F42,F42-P02,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F42,F42-P03,BLER,0,1,1,4.5035996273705e+15,0,2,1,1,1,treatment_increased_metric,PASS
PUCCH_IMPACT_R18,F42,F42-P04,BLER,0,1,1,4.5035996273705e+15,0,2,1,1,1,treatment_increased_metric,PASS
PUCCH_IMPACT_R18,F42,F42-P05,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F42,F42-P06,BLER,0,1,1,4.5035996273705e+15,0,2,1,1,1,treatment_increased_metric,PASS
PUCCH_IMPACT_R18,F43,F43-P01,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F43,F43-P02,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F43,F43-P03,BLER,0,1,1,4.5035996273705e+15,0,2,1,1,1,treatment_increased_metric,PASS
PUCCH_IMPACT_R18,F43,F43-P04,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F43,F43-P05,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F43,F43-P06,BLER,0,1,1,4.5035996273705e+15,0,2,1,1,1,treatment_increased_metric,PASS
PUCCH_IMPACT_R18,F44,F44-P01,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F44,F44-P02,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F44,F44-P03,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F44,F44-P04,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F44,F44-P05,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F44,F44-P06,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F45,F45-P01,FalseAlarmProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F45,F45-P02,FalseAlarmProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F45,F45-P03,FalseAlarmProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F45,F45-P04,FalseAlarmProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F45,F45-P05,FalseAlarmProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F45,F45-P06,FalseAlarmProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F46,F46-P01,FalseGrantProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F46,F46-P02,FalseGrantProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F46,F46-P03,FalseGrantProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F46,F46-P04,FalseGrantProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F46,F46-P05,FalseGrantProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F46,F46-P06,FalseGrantProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F47,F47-P01,FalseDecodeProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F47,F47-P02,FalseDecodeProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F47,F47-P03,FalseDecodeProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F47,F47-P04,FalseDecodeProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F47,F47-P05,FalseDecodeProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F47,F47-P06,FalseDecodeProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F48,F48-P01,FalseDecodeProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F48,F48-P02,FalseDecodeProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F48,F48-P03,FalseDecodeProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F48,F48-P04,FalseDecodeProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F48,F48-P05,FalseDecodeProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F48,F48-P06,FalseDecodeProbability,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F49,F49-P01,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F49,F49-P02,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F49,F49-P03,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F49,F49-P04,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F49,F49-P05,BLER,1,1,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F49,F49-P06,BLER,0,0,0,0,-1,1,1,1,0,no_observed_pair_effect,PASS
PUCCH_IMPACT_R18,F50,F50-P01,RuntimeMs,117.4339,117.4741,0.0401999999999987,0.000342320232913994,-117.4339,117.5143,1,1,0.000342203089872565,treatment_increased_metric,PASS
PUCCH_IMPACT_R18,F50,F50-P02,RuntimeMs,117.0466,125.2385,8.1919,0.0699883636090241,-117.0466,133.4304,1,1,0.0654103969625954,treatment_increased_metric,PASS
PUCCH_IMPACT_R18,F50,F50-P03,RuntimeMs,96.2095,87.0951,-9.11440000000002,-0.0947349274240072,-105.3239,87.0951,1,1,-0.0947349274240072,treatment_decreased_metric,PASS
PUCCH_IMPACT_R18,F50,F50-P04,RuntimeMs,127.2769,119.4827,-7.7942,-0.0612381351211414,-135.0711,119.4827,1,1,-0.0612381351211414,treatment_decreased_metric,PASS
PUCCH_IMPACT_R18,F50,F50-P05,RuntimeMs,138.0041,121.9621,-16.042,-0.116242923217499,-154.0461,121.9621,1,1,-0.116242923217499,treatment_decreased_metric,PASS
PUCCH_IMPACT_R18,F50,F50-P06,RuntimeMs,112.0217,84.5362,-27.4855,-0.245358711749598,-139.5072,84.5362,1,1,-0.245358711749598,treatment_decreased_metric,PASS
