relative_path,extension,bytes,sha256,width_px,height_px,format
channel/image/contract__channel-estimation-propagation-analytics__nmse-vs-snr-sinr.png,.png,30365,3858bac5be5a61deac3fc4e2898cab9f00a210c8b88858cb17d8483f3ef9da73,1100,620,PNG
channel/image/contract__channel-estimation-propagation-analytics__noise-variance-trend.png,.png,32101,8d1d81336687631e5271ae51908d866fec8df6fd6c331da7dff72887eec20048,1100,620,PNG
channel/image/contract__channel-estimation-propagation-analytics__serving-vs-interferer-decomposition.png,.png,39793,42f433bb67648312d17ae65f1b3274a4d28b969075b862cfe4bd2c3a616d6da6,1100,620,PNG
channel/image/contract__channel-interference-impairments__cfo-true-vs-estimated-vs-residual.png,.png,57576,95b752693410e0bf960b6a698e8582d2b03b66cacdd8ec50abe4a255489ecd7c,1180,700,PNG
channel/image/contract__channel-interference-impairments__channel-quality-timeline.png,.png,41095,6ffd111396dfdd4670245ce5e16fbedc67bce879265177428f10e80a5a840c91,1100,620,PNG
channel/image/contract__channel-interference-impairments__interference-power-timeline.png,.png,37882,fc9a4addabef1c7dd86bc92d1f8eabbf25b997749deafb51c273e285ddce8c42,1100,620,PNG
channel/image/contract__channel-interference-impairments__timing-offset-true-vs-estimated-vs-residual.png,.png,36465,b6b325a4a36c9c952e1fac0ee2b034016307f21009865a4abf4a0344e984fd7e,1100,620,PNG
channel/image/contract__error-reliability-analytics__per-channel-reliability-breakdown.png,.png,27269,f0943f043f3c1007e690d69517fa707f94e9cba77c097684fd1db1e8628068ec,1100,620,PNG
channel/image/contract__geometry-mobility-validation__measured-sinr-vs-slot.png,.png,35596,eb8957b2aae45785a822e2b1c42b79fee0d877c443cf94adc0b8046c3ab4ca5b,1100,620,PNG
channel/image/contract__scenario-geometry-topology-layout__bs-sector-ue-topology-scatter-plot.png,.png,33350,ac3b66702269c2eea0755c52751454df2bde822e591a22e2106d0e1d89adb8be,1180,700,PNG
channel/image/contract__scenario-geometry-topology-layout__serving-cell-map.png,.png,30068,e4e64485e6df3a2a87da00213cea09ac280463a4786b9ced9eb17ae5e84a84c1,1180,700,PNG
frame_grid/image/contract__air-interface-frame-slot-symbol-grid__dl-ul-guard-slot-pattern-chart.png,.png,44464,ab53d0674b26bb7ac156f8f2c3be9a9adae19f65c90e0ce9bde3af149340030b,1100,620,PNG
frame_grid/image/contract__air-interface-frame-slot-symbol-grid__frame-slot-symbol-occupancy-timeline.png,.png,45171,f2df2e31e058999dc27da4d1297235890960aba7379f0347c97657e2edc7de3c,1100,620,PNG
frame_grid/image/contract__air-interface-frame-slot-symbol-grid__prb-heatmap.png,.png,35889,97e69c01b24657733c5f23372bd4e13b1219f20138d41b893b820a7d991d6dec,1180,760,PNG
frame_grid/image/contract__air-interface-frame-slot-symbol-grid__re-occupancy-heatmap.png,.png,41878,16db094b463df94c46444a69a8a8c0a3e41f592038ba5ec0e479bcd07001d178,1180,760,PNG
frame_grid/image/contract__resource-grid-re-occupancy-analytics__prb-heatmap.png,.png,35889,97e69c01b24657733c5f23372bd4e13b1219f20138d41b893b820a7d991d6dec,1180,760,PNG
frame_grid/image/contract__resource-grid-re-occupancy-analytics__re-occupancy-heatmap.png,.png,41878,16db094b463df94c46444a69a8a8c0a3e41f592038ba5ec0e479bcd07001d178,1180,760,PNG
mac_harq_scheduler/image/contract__error-reliability-analytics__residual-bler-after-harq.png,.png,30221,1aa4af086b9f3b048203be9c9a262d559dca5172ebcdb47b4bac69e15bc0a9e6,1100,620,PNG
mac_harq_scheduler/image/contract__harq-ack-nack-retransmission__ack-nack-timeline.png,.png,28890,0e873a73fc2b5c31a1d6a092daa2660b7ba935d4bb1ab958f52eb8c34a5b3d7a,1100,620,PNG
mac_harq_scheduler/image/contract__harq-ack-nack-retransmission__combining-gain-histogram.png,.png,29621,d782e644a6f1add006552e02267d60b87f978fd368bdab67e85db42a74228083,1100,620,PNG
mac_harq_scheduler/image/contract__harq-ack-nack-retransmission__harq-process-timeline.png,.png,32205,30b6f227e59c32ec2e1fec026b4b1c180bdcc4d269ed52317907bff128366418,1100,620,PNG
mac_harq_scheduler/image/contract__harq-ack-nack-retransmission__residual-bler-by-harq-process.png,.png,30715,65758eb198dc57f67c3a736347a633a52794c0901cc4553044f60f8e8aa16aaf,1100,620,PNG
mac_harq_scheduler/image/contract__harq-ack-nack-retransmission__retransmission-count-histogram.png,.png,30946,7554e8cbb1ee3697656ad95466a53d5657ffd60be31ad4e7a233a17059fa7f8f,1100,620,PNG
mac_harq_scheduler/image/contract__harq-ack-nack-retransmission__rv-usage-distribution.png,.png,26978,b1aaefb9fa8e780dd450a7153873297cff6a604a2cc9323f2bf6b738b5fde370,1100,620,PNG
mac_harq_scheduler/image/contract__harq-analytics__harq-combining-gain-distribution.png,.png,31083,456b209cbea03f9a9b1fc2e66c6f19e8c215015991b1745df140a672590f416d,1100,620,PNG
mac_harq_scheduler/image/contract__harq-analytics__harq-process-timeline.png,.png,32205,30b6f227e59c32ec2e1fec026b4b1c180bdcc4d269ed52317907bff128366418,1100,620,PNG
mac_harq_scheduler/image/contract__harq-analytics__harq-rtt-distribution.png,.png,30090,a5374fe1ddd36a2ba16bd3c441fc0e32c180ceac8411ed74bacf935cd5d8f157,1100,620,PNG
mac_harq_scheduler/image/contract__harq-analytics__newtx-vs-retx-comparison.png,.png,29489,9eb25dc8c15c87e694fed699f7e018f2717e7cf285a675efb0ed821e90024057,1100,620,PNG
mac_harq_scheduler/image/contract__harq-analytics__residual-failure-patterns.png,.png,27913,c0f86405b1621987cd388cd74941f8d59976a05b6351336b26d16a938305729a,1100,620,PNG
mac_harq_scheduler/image/contract__harq-analytics__retransmission-count-histogram.png,.png,30946,7554e8cbb1ee3697656ad95466a53d5657ffd60be31ad4e7a233a17059fa7f8f,1100,620,PNG
mac_harq_scheduler/image/contract__harq-analytics__retransmission-rate-trend.png,.png,31920,ace7b5a2d23fca6e97871686d8d05c4f3ead924b8681d7456261458ac00c8238,1100,620,PNG
mac_harq_scheduler/image/contract__throughput-goodput-spectral-efficiency-analytics__goodput-vs-retransmissions.png,.png,32701,3709ed451a3d2ca45a0f34d53e2310551a45e15fbf9290ff5e21203caaa023da,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-analytics__antenna-element-layout.png,.png,31583,f297cab4548555732bb2f3d0e5295c57ef018d6a2c91148e775da46aa464d42d,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-analytics__antenna-radiation-pattern.png,.png,31646,d4cf71e9947fcbb12ea7b30a023b44034488d8e32f6069e1b6523a5d7599fea8,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-analytics__beam-gain-gap-histogram.png,.png,24069,5f71a9b6091ffebae191bf51286eaee1739684f7fd79d1a71a2d6ef489dcdf78,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-analytics__beam-hit-rate-top-k-hit-rate.png,.png,23894,966822573736a1d316b43a7a2ff0f8cc45fc6ab6ee4cbd4e2c26d5e7273de1a0,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-analytics__beam-id-timeline.png,.png,23569,994c34c1fdd84b5097203f914182e6869af0034f07e86455e20ad0fb9a0786d1,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-analytics__beam-pair-timeline.png,.png,24007,f9943a672b0c87e5c221f6dfc56eb0e579db46b3d880c12964adfbbf21370477,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-analytics__beam-pattern-3d.png,.png,41529,5ec5561f49f19902937d3e8c855c063b1c78715c75040c97aacbf2ed1c6d00f4,1180,760,PNG
mimo/image/contract__beamforming-precoding-mimo-analytics__combiner-summary.png,.png,29304,bf595912e31a22cf803362b55e3219f030c9db818f672cec835614d4f14f8641,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-analytics__condition-number-distribution.png,.png,24344,cf3c10d4fc132e93e46a68a8b1c6aa8107e0cf33f7c0650457a7125042dfa713,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-analytics__inter-user-leakage.png,.png,39445,bfee8c8e4d8c49a5a28eeb6d10a4df95589f7f9df482e20e008207b8f1855811,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-analytics__mu-grouping-analytics.png,.png,27450,448c4deb1f3e70e7a669d75ac72266e0a28dbc89e6592e98451a84ba238d9313,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-analytics__per-layer-sinr.png,.png,29468,5bcccbfcaba4856b7d6a849d7ca742add36362fbaf05d56dcb41783b20214ef4,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-analytics__precoder-mode-distribution.png,.png,30771,e4ad2add04ac508bdc1ef7639fbd1fbc6b9b105c2b050f4204d563e7b8b14541,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-analytics__rank-distribution.png,.png,21037,6e90720277fd18c02ee2f3cbde7bdbcf200115145cf1a49bfce6b287e818676a,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-analytics__selected-vs-best-beam-gap.png,.png,24192,de6529881e25286764b9506d884bb7bf32d92bd50695bf342fa355b7f5a22d5c,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-massive-mimo__beam-gain-gap-histogram.png,.png,24069,5f71a9b6091ffebae191bf51286eaee1739684f7fd79d1a71a2d6ef489dcdf78,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-massive-mimo__beam-hit-rate-timeline.png,.png,22930,6ae6b5909939dbaa4ce97b1c60c7677fcd4da869be0053e8ee213b9047958951,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-massive-mimo__condition-number-distribution.png,.png,24344,cf3c10d4fc132e93e46a68a8b1c6aa8107e0cf33f7c0650457a7125042dfa713,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-massive-mimo__mu-grouping-summary.png,.png,27247,cd7d1590c1ae9c06ad3b2f279957eb25fd064d2c871984511b87999c409b7e6d,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-massive-mimo__precoder-mode-distribution.png,.png,30771,e4ad2add04ac508bdc1ef7639fbd1fbc6b9b105c2b050f4204d563e7b8b14541,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-massive-mimo__rank-distribution.png,.png,21037,6e90720277fd18c02ee2f3cbde7bdbcf200115145cf1a49bfce6b287e818676a,1100,620,PNG
mimo/image/contract__beamforming-precoding-mimo-massive-mimo__selected-vs-best-beam-timeline.png,.png,25640,d578bd5d9dddd69b17a3f349259efc4d9c497c556fc3b3cd323981a8f9bf3db9,1100,620,PNG
mimo/image/contract__constellation-evm-analytics__constellation-per-layer.png,.png,72536,680d945511f7ab3b53015af4c86cdc740d4928a1b4a0fd7e609785e58ee4fa9a,1180,760,PNG
mimo/image/contract__constellation-evm-analytics__evm-per-layer.png,.png,30829,f96c2ca68ac2acb1eadf18c6f72cd7cf6bc0bf4c30b8e95bdb471c9ff76537ed,1100,620,PNG
mimo/image/contract__power-energy-efficiency-analytics__active-rank-vs-power.png,.png,25057,e19702c48f670ac9c9115945f3f4e94ee3e6d2e8f0e8fe820091385c957bf475,1100,620,PNG
mimo/image/contract__power-energy-efficiency-analytics__dl-tx-power-per-cell-beam-ue.png,.png,42934,1bf70b796a5c9004737dcb87babe4b46b235b5574d9b50e00d94cb1e856001df,1100,620,PNG
mimo/image/contract__scenario-geometry-topology-layout__candidate-cell-rank-heatmap.png,.png,38547,d68650fb82eb74cf2cb750fcd90a75084ba486c713f0140e34b347da16716668,1100,620,PNG
pdcch/image/contract__air-interface-frame-slot-symbol-grid__coreset-search-space-occupancy-chart.png,.png,34602,101f36d3b8569c75739d7e9e7ce4e1bed6af56e0975142e179fa5aa042dab67e,1100,620,PNG
pdcch/image/contract__dl-control-phy-pdcch__aggregation-level-distribution.png,.png,24061,66c58d6538559e8539d332fd29f3dddfefc077422b9e09ad0c4e083f9191cd0a,1100,620,PNG
pdcch/image/contract__dl-control-phy-pdcch__cce-usage-heatmap.png,.png,37600,379cf56aa8719827da5676fe23d3798914f933cfaea04e9d952051c9d12111af,1100,620,PNG
pdcch/image/contract__dl-control-phy-pdcch__pdcch-decode-success-failure-trend-if-applicable.png,.png,32237,1b41a5bc0686260512524b146b3e8ff4a66be6c16406a39d1c3093998c205d38,1100,620,PNG
pdcch/image/contract__dl-control-phy-pdcch__pdcch-dmrs-occupancy.png,.png,32380,26e84f9ead222b9ad6118a6346d92836ec3674b5ea35971870359f449e98ea03,1100,620,PNG
pdcch/image/contract__resource-grid-re-occupancy-analytics__pdcch-map.png,.png,36467,3f0624ffd5ae6bad88ed0a1e246b46bd7bdc123b9991cca6c51de4cb539b31a0,1100,620,PNG
pdsch/image/contract__pdsch-dl-data-chain__code-block-count-histogram.png,.png,27238,147200209863daada82a62a121847cebcbd8574b41dca8a5d9298c5b03c9e9e2,1100,620,PNG
pdsch/image/contract__pdsch-dl-data-chain__dl-resource-grid-heatmap.png,.png,37401,3cbb6fc6b7e533559d065b5fe4fa6dcce1e843e5e5d2b289f4ca4add4b67ca8d,1180,760,PNG
pdsch/image/contract__pdsch-dl-data-chain__dmrs-ptrs-occupancy-plot.png,.png,35468,fec371256062c96d826590a5aed2581f4f69983e498c82e9a4fc684a4df9f339,1100,620,PNG
pdsch/image/contract__pdsch-dl-data-chain__mcs-code-rate-timeline.png,.png,33165,b1be46724dc981df66eb4d870c5b544c7cc3eb5ff5b19b77c6e493bb1dd40ee5,1100,620,PNG
pdsch/image/contract__pdsch-dl-data-chain__precoder-beam-selection-timeline.png,.png,41806,820f2e4339bf74b46b1f7d3751d8a95b5aeb27552d32483152ed293e9e37bc21,1100,620,PNG
pdsch/image/contract__pdsch-dl-data-chain__tb-size-over-time.png,.png,32871,c4a5049f22f430e0fe0b457fcd50940b7aa6f9a137abafcc4fb8b2a2bfb58817,1100,620,PNG
pdsch/image/contract__resource-grid-re-occupancy-analytics__pdsch-map.png,.png,35412,53565b4769d224e96448561f4ff1c0753db1b88cbe95a22bd16cd4c72d324aaf,1180,760,PNG
prach/image/contract__air-interface-frame-slot-symbol-grid__prach-occasion-timeline.png,.png,31543,f51b396a6eeb9f0134dd45d1b05bfcf17a1504cf7874d596a3f4c59286708c80,1100,620,PNG
prach/image/contract__detection-control-analytics__prach-correlation-peak-distributions.png,.png,33480,5a31a2cc9dec914d4c08502cd9ea62cdabc7149f2002aa1d93bfaca996e90a8e,1100,620,PNG
prach/image/contract__detection-control-analytics__prach-noise-floor-distributions.png,.png,31804,f083662d09b43746f93623359f814e09756e6da0fa5f10e2d151f14d1160c0ca,1100,620,PNG
prach/image/contract__detection-control-analytics__prach-peak-search-results.png,.png,32182,7784012ee21cb1c9be7a0ec779f754f1332ebb8e50cc320f4eeac1d8855870a4,1100,620,PNG
prach/image/contract__prach-random-access__access-attempt-success-timeline.png,.png,32303,d0860df5d8c93a42b390fb21ac3b48a55b19501c8ddbeb331a6983616c14438b,1100,620,PNG
prach/image/contract__prach-random-access__noise-floor-trend.png,.png,34912,74a3d2bcd067b0150de2da3c194b8b5503b17b38e6aceff622d1389c2ba97f40,1100,620,PNG
prach/image/contract__prach-random-access__peak-value-histogram.png,.png,31491,b6bc5a1e17d808c6bc09ab274e1082cba1c19a19808c01396e4af1cc11dfbfa1,1100,620,PNG
prach/image/contract__prach-random-access__prach-peak-search-timeline.png,.png,36784,c6c61309e04885a6466b6c26c4f6dec29df0f7abec755a1e8263c3cc2c71f9c9,1100,620,PNG
prach/image/contract__prach-random-access__preamble-usage-chart.png,.png,28547,0c06b765d273392fb0e5787f36c3f08638ad69bea703a05c932d2e4370866b13,1100,620,PNG
prach/image/contract__prach-random-access__ta-estimate-trend.png,.png,30340,4fc5a65d4b1f461a17389df62aca9f0807090ab523c34e41c910a46577a2863e,1100,620,PNG
prach/image/contract__random-access-prach-analytics__access-latency.png,.png,29999,89f946b24001ed7234f3a01a7f89fb659c33666283b7c6aa551f1f93f9ff8fa3,1100,620,PNG
prach/image/contract__random-access-prach-analytics__detection-rate.png,.png,36713,46af2dc7c873aa7cf1668b7302420f66ba427d85d39193705ea26a629fe89a76,1100,620,PNG
prach/image/contract__random-access-prach-analytics__false-alarm-rate.png,.png,36615,fd722b0da77ff51769952e63c90ad30f8d7b2744adb1f84071b45ff4d68e5e00,1100,620,PNG
prach/image/contract__random-access-prach-analytics__missed-detection-rate.png,.png,38705,db31aa002ba6b0e660f2fc08e4fd504196b27ea20517e7427853e8cd0ffdd313,1100,620,PNG
prach/image/contract__random-access-prach-analytics__preamble-root-cyclic-shift-usage-summary.png,.png,43250,8268ae1dcf58eaa62bcb600661494cc83ec2134bea419084d74972f85a7f779d,1100,620,PNG
prach/image/contract__random-access-prach-analytics__retry-count-distribution.png,.png,27611,dab2235dbea0434b267e6078b094ca6a149e6d77f0eae1654e8b5cefbaf41f32,1100,620,PNG
prach/image/contract__random-access-prach-analytics__timing-advance-distribution.png,.png,30471,7f54df551c1d34821e7d29c534ae9a2c6358fd11285774b4d2043cc9639e9732,1100,620,PNG
prach/image/contract__resource-grid-re-occupancy-analytics__prach-opportunity-map.png,.png,31355,503f097f97e057c2e59eef2c6705533c4c3a82830039b1574c582e7d2d40a987,1100,620,PNG
pucch/image/contract__pucch-f0-f1-f2-f3-f4__crash-error-timeline.png,.png,28537,064ba56c6f2f32521bf2cc54eef9341077e06747346096da25ef8d233d018ea0,1100,620,PNG
pucch/image/contract__pucch-f0-f1-f2-f3-f4__uci-bit-count-distribution.png,.png,25833,9a892cc8f44381610a87dfdada0572d92c17a109dc2764b4c7414eed957ed61e,1100,620,PNG
pucch/image/contract__resource-grid-re-occupancy-analytics__pucch-map.png,.png,37634,fef6bfeb173051b35b82dff2d69fcd8e45c26d784a1b4acdd392be51d94fd8ea,1100,620,PNG
pucch/image/contract__scheduler-mac-queue-qos-power-control-uci-flow__cqi-vs-selected-mcs.png,.png,37484,69052124a10486850de18df4905c04c493d1f38203b2f9b27b80b228b69804d6,1100,620,PNG
pucch/image/contract__scheduler-mac-queue-qos-power-control-uci-flow__grant-reason-distribution.png,.png,32870,6b6a0962369d03c6f11884a50cd2d3b466d5f4ce60d6e081649e910d7239368d,1100,620,PNG
pucch/image/contract__scheduler-mac-queue-qos-power-control-uci-flow__hol-delay-over-time.png,.png,34325,dfe941c7279cd74f530e57163a6f09a78db04140e568628ca498a050d706601e,1100,620,PNG
pucch/image/contract__scheduler-mac-queue-qos-power-control-uci-flow__mcs-over-time.png,.png,39768,4bbaa24fef7387f49268383881e46ec1ecc9192b859f4b53afb7160d9a105058,1100,620,PNG
pucch/image/contract__scheduler-mac-queue-qos-power-control-uci-flow__queue-depth-over-time.png,.png,37295,3598d564161b7c9e594917dcae532faa70957135d24ac615c944670277c1e4d6,1100,620,PNG
pucch/image/contract__scheduler-mac-queue-qos-power-control-uci-flow__scheduled-prbs-per-ue-over-time.png,.png,33597,2eb6e55174086cd7f1131461e973dc5be9f75bafdb8395258706d922ab88b5c1,1100,620,PNG
pucch/image/contract__scheduler-mac-queue-qos-power-control-uci-flow__scheduler-fairness-over-time.png,.png,35500,1f0d6c5b83812b443b3c8ddbb9872b2b1ec92581277a230357aacb7a889b7908,1100,620,PNG
pucch/image/contract__scheduler-mac-queue-qos-power-control-uci-flow__sr-bsr-event-timeline.png,.png,30277,7c6cc448a1236c37a31e050b12827c748c5999d66d361fa0e1e55494a20f4a66,1100,620,PNG
pusch/image/contract__pusch-ul-data-chain__decoder-iteration-histogram.png,.png,28289,4c18a4fadd353948ceee649c4cc21ff2740242281f95f89ac2bb6f6d41b22fac,1100,620,PNG
pusch/image/contract__pusch-ul-data-chain__llr-statistics-over-time.png,.png,34910,4b93ffe6711bc15057caafb453a3c265fd039a6a2a763486b2928cfe4c57c8d9,1100,620,PNG
pusch/image/contract__pusch-ul-data-chain__ta-estimate-timeline.png,.png,30535,cadd7337b4b3396bb1e8ff1c7365c2c63c33de48243b2c016183687f2050b083,1100,620,PNG
pusch/image/contract__pusch-ul-data-chain__ul-resource-grid-equalized-symbol-summaries.png,.png,48250,2289f3ba6cd7224b0159726b4c2b31f24377c6bd62788686d7f74ac02483fd21,1180,760,PNG
pusch/image/contract__resource-grid-re-occupancy-analytics__pusch-map.png,.png,35356,5c15659504e56f54df47c1357930908147d6a717fb362094edd7aee5541fe6ec,1180,760,PNG
reference_signals/image/contract__csi-rs__csi-rs-resource-occupancy.png,.png,46060,a70eb0317c235f09c662e632bb8242a267adb1b84649225a7db61db490b52d16,1180,760,PNG
reference_signals/image/contract__csi-rs__port-usage-chart.png,.png,40094,d0959d4072b893d5d095f244a1b7960d4fbe5f37783a41ed4bda59a814601789,1100,620,PNG
reference_signals/image/contract__measurement-csi-link-adaptation-analytics__applied-awgn-snr-vs-measured-runtime-sinr-comparison.png,.png,49275,9603bd73b511aec3f306364a10d963e5cedc4a2cc4c554ee07455a7b94f0769d,1180,700,PNG
reference_signals/image/contract__measurement-csi-link-adaptation-analytics__config-vs-measured-conflict-dashboard.png,.png,35001,be265622fec919e342dc1339e27e44bea0a6d8bfa33df649ae38e5f8dd926336,1100,620,PNG
reference_signals/image/contract__measurement-csi-link-adaptation-analytics__cqi-to-mcs-mapping-plot.png,.png,33239,7d91d7e97ff7ce6f0b3e1651ff65aeef407fa923de2cf4f229e6b27577390cf0,1100,620,PNG
reference_signals/image/contract__measurement-csi-link-adaptation-analytics__per-beam-quality-plot.png,.png,28120,c2225c6b66ca1240f216261995040152ab25685c4380690fd63f1574f5b7f49d,1100,620,PNG
reference_signals/image/contract__measurement-csi-link-adaptation-analytics__per-layer-quality-plot.png,.png,29178,6cc74a64420d3f994211ee7191ccebd5693b39bde67a95be0f9fa419fe31a0f1,1100,620,PNG
reference_signals/image/contract__measurement-csi-link-adaptation-analytics__quality-vs-selected-mcs-mismatch-plot.png,.png,32938,ead035442e463ebf6acd869048862a8373cea1a546dbee4ac4f447c3125ce570,1100,620,PNG
reference_signals/image/contract__measurement-csi-link-adaptation-analytics__selected-mcs-distribution.png,.png,22473,08cdde4063269a80c013b6783c0c9cc37ee279f8f8e6058b5a8de0023a800789,1100,620,PNG
reference_signals/image/contract__measurement-csi-link-adaptation-analytics__selected-vs-derived-mcs-confusion-matrix.png,.png,28142,840e6369b6b55c58bde42bc7b32f38cfd66bcda689937284e7e0bb0394b79b38,1180,760,PNG
reference_signals/image/contract__measurement-csi-link-adaptation-analytics__servingrsrp-rsrp-csi-rsrp-trends.png,.png,36361,5c59c698b2fee7169748c346ea2933a691986670e4de620b796635714305d408,1100,620,PNG
reference_signals/image/contract__measurements-csi-link-adaptation-inputs__applied-vs-measured-runtime-snr-sinr-comparison.png,.png,48316,907c46cdc944042e49935fe59147b5790ef01b66a1ac28fb1b691cbe07659334,1180,700,PNG
reference_signals/image/contract__measurements-csi-link-adaptation-inputs__config-vs-measured-conflict-dashboard.png,.png,35001,be265622fec919e342dc1339e27e44bea0a6d8bfa33df649ae38e5f8dd926336,1100,620,PNG
reference_signals/image/contract__measurements-csi-link-adaptation-inputs__cqi-pmi-ri-cri-timeline.png,.png,40696,5ab1485a9a0bdba4e9219479627576c8c4f6545046694904b57a3f1224ccf917,1100,620,PNG
reference_signals/image/contract__measurements-csi-link-adaptation-inputs__measurement-source-coverage-chart.png,.png,31525,412defd6195ffb15f4dda9439bbcc90c6c60d6b539a03ca62be36814528d39c4,1100,620,PNG
reference_signals/image/contract__measurements-csi-link-adaptation-inputs__rsrp-csi-rsrp-timeline.png,.png,33553,3f47f9be20d328bf8a35ba3d5950d32634183c0f5d77bb02363a9f113342a3a5,1100,620,PNG
reference_signals/image/contract__resource-grid-re-occupancy-analytics__csi-rs-map.png,.png,43755,00a87b89ad83a936e758b0b8fc5814c0c02059cdcbe8b4ee694d0c7ca6cf7d4b,1180,760,PNG
reference_signals/image/contract__resource-grid-re-occupancy-analytics__dmrs-ptrs-occupancy-map.png,.png,35470,8eaa57c11add9430cf497345f77ea30ad5f65ebbd4b56ed0de8a4aaf22a34700,1100,620,PNG
reference_signals/image/contract__resource-grid-re-occupancy-analytics__srs-map.png,.png,39629,fb4a983907489be7096883432054351102a2c871ebf0943d9ab71800dc0a9e6e,1100,620,PNG
reference_signals/image/contract__srs-ul-sounding-massive-mimo-inputs__channel-estimate-quality-trend.png,.png,31465,a97578ee82b8c7cf11e6dfc34d8d0a09c6ae9e8b751efa0be608d2907a61db36,1100,620,PNG
reference_signals/image/contract__srs-ul-sounding-massive-mimo-inputs__srs-consumption-by-scheduler-beam-module.png,.png,33960,61bfadd38b19868ac64d723b053303d7629b9588d8c14a3c91d840340191ecc8,1100,620,PNG
reference_signals/image/contract__srs-ul-sounding-massive-mimo-inputs__srs-validity-timeline.png,.png,27432,fe0950d64168f7335f299a97132cb5365806262f86437e5b0cdb3b05bfc3d6a0,1100,620,PNG
reports/image/contract__air-interface-frame-slot-symbol-grid__coreset-search-space-occupancy-chart.png,.png,34602,101f36d3b8569c75739d7e9e7ce4e1bed6af56e0975142e179fa5aa042dab67e,1100,620,PNG
reports/image/contract__air-interface-frame-slot-symbol-grid__dl-ul-guard-slot-pattern-chart.png,.png,44464,ab53d0674b26bb7ac156f8f2c3be9a9adae19f65c90e0ce9bde3af149340030b,1100,620,PNG
reports/image/contract__air-interface-frame-slot-symbol-grid__frame-slot-symbol-occupancy-timeline.png,.png,45171,f2df2e31e058999dc27da4d1297235890960aba7379f0347c97657e2edc7de3c,1100,620,PNG
reports/image/contract__air-interface-frame-slot-symbol-grid__prach-occasion-timeline.png,.png,31543,f51b396a6eeb9f0134dd45d1b05bfcf17a1504cf7874d596a3f4c59286708c80,1100,620,PNG
reports/image/contract__air-interface-frame-slot-symbol-grid__prb-heatmap.png,.png,35889,97e69c01b24657733c5f23372bd4e13b1219f20138d41b893b820a7d991d6dec,1180,760,PNG
reports/image/contract__air-interface-frame-slot-symbol-grid__re-occupancy-heatmap.png,.png,41878,16db094b463df94c46444a69a8a8c0a3e41f592038ba5ec0e479bcd07001d178,1180,760,PNG
reports/image/contract__air-interface-frame-slot-symbol-grid__ssb-occasion-timeline.png,.png,26344,a2e68e01a0f1f865fd76f852b0041abd2dcda251bc8e9bf4586532c3108bfee5,1100,620,PNG
reports/image/contract__beamforming-precoding-mimo-massive-mimo__beam-gain-gap-histogram.png,.png,24069,5f71a9b6091ffebae191bf51286eaee1739684f7fd79d1a71a2d6ef489dcdf78,1100,620,PNG
reports/image/contract__beamforming-precoding-mimo-massive-mimo__beam-hit-rate-timeline.png,.png,22930,6ae6b5909939dbaa4ce97b1c60c7677fcd4da869be0053e8ee213b9047958951,1100,620,PNG
reports/image/contract__beamforming-precoding-mimo-massive-mimo__condition-number-distribution.png,.png,24344,cf3c10d4fc132e93e46a68a8b1c6aa8107e0cf33f7c0650457a7125042dfa713,1100,620,PNG
reports/image/contract__beamforming-precoding-mimo-massive-mimo__mu-grouping-summary.png,.png,27247,cd7d1590c1ae9c06ad3b2f279957eb25fd064d2c871984511b87999c409b7e6d,1100,620,PNG
reports/image/contract__beamforming-precoding-mimo-massive-mimo__precoder-mode-distribution.png,.png,30771,e4ad2add04ac508bdc1ef7639fbd1fbc6b9b105c2b050f4204d563e7b8b14541,1100,620,PNG
reports/image/contract__beamforming-precoding-mimo-massive-mimo__rank-distribution.png,.png,21037,6e90720277fd18c02ee2f3cbde7bdbcf200115145cf1a49bfce6b287e818676a,1100,620,PNG
reports/image/contract__beamforming-precoding-mimo-massive-mimo__selected-vs-best-beam-timeline.png,.png,25640,d578bd5d9dddd69b17a3f349259efc4d9c497c556fc3b3cd323981a8f9bf3db9,1100,620,PNG
reports/image/contract__channel-interference-impairments__cfo-true-vs-estimated-vs-residual.png,.png,57576,95b752693410e0bf960b6a698e8582d2b03b66cacdd8ec50abe4a255489ecd7c,1180,700,PNG
