TraceID,LinkID,AbsoluteSlot,FieldName,Value,ProvenanceClass,SourceID,Observed,Status
"GEO-0070","LINK-0070",69,"PropagationDelay_s","1.7368e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0070","LINK-0070",69,"SignedDoppler_Hz","267.2905","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0070","LINK-0070",69,"TxPosition_m","488.1368 -315.9052 36.04629","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0070","LINK-0070",69,"RxPosition_m","337.4254 181.4411 3.783784","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0071","LINK-0071",70,"Distance3D_m","845.2806","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0071","LINK-0071",70,"PropagationDelay_s","2.8196e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0071","LINK-0071",70,"SignedDoppler_Hz","-745.7048","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0071","LINK-0071",70,"TxPosition_m","183.752 80.90638 20.77305","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0071","LINK-0071",70,"RxPosition_m","-491.1516 -427.6806 2.233637","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0072","LINK-0072",71,"Distance3D_m","631.2587","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0072","LINK-0072",71,"PropagationDelay_s","2.1057e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0072","LINK-0072",71,"SignedDoppler_Hz","-1107.5411","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0072","LINK-0072",71,"TxPosition_m","-462.5374 490.4708 13.52829","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0072","LINK-0072",71,"RxPosition_m","-358.4959 -132.0785 3.771606","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0073","LINK-0073",72,"Distance3D_m","635.8432","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0073","LINK-0073",72,"PropagationDelay_s","2.1209e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0073","LINK-0073",72,"SignedDoppler_Hz","160.6048","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0073","LINK-0073",72,"TxPosition_m","316.7186 108.9137 27.03226","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0073","LINK-0073",72,"RxPosition_m","63.93715 -474.0576 3.738467","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0074","LINK-0074",73,"Distance3D_m","364.4664","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0074","LINK-0074",73,"PropagationDelay_s","1.2157e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0074","LINK-0074",73,"SignedDoppler_Hz","340.2748","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0074","LINK-0074",73,"TxPosition_m","-65.97788 406.6899 21.10209","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0074","LINK-0074",73,"RxPosition_m","133.5241 102.2959 1.633079","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0075","LINK-0075",74,"Distance3D_m","603.0163","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0075","LINK-0075",74,"PropagationDelay_s","2.0114e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0075","LINK-0075",74,"SignedDoppler_Hz","568.3466","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0075","LINK-0075",74,"TxPosition_m","109.4226 241.92 33.89155","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0075","LINK-0075",74,"RxPosition_m","-184.9578 -283.4581 3.123104","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0076","LINK-0076",75,"Distance3D_m","354.6098","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0076","LINK-0076",75,"PropagationDelay_s","1.1829e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0076","LINK-0076",75,"SignedDoppler_Hz","-1335.4881","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0076","LINK-0076",75,"TxPosition_m","-159.0465 -377.8101 14.94137","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0076","LINK-0076",75,"RxPosition_m","-47.949 -41.2303 4.01096","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0077","LINK-0077",76,"Distance3D_m","188.5022","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0077","LINK-0077",76,"PropagationDelay_s","6.2878e-07","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0077","LINK-0077",76,"SignedDoppler_Hz","480.6994","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0077","LINK-0077",76,"TxPosition_m","-382.5433 -235.4333 22.54291","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0077","LINK-0077",76,"RxPosition_m","-471.4363 -400.6996 4.705852","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0078","LINK-0078",77,"Distance3D_m","634.9987","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0078","LINK-0078",77,"PropagationDelay_s","2.1181e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0078","LINK-0078",77,"SignedDoppler_Hz","584.0703","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0078","LINK-0078",77,"TxPosition_m","81.0222 35.4474 29.2711","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0078","LINK-0078",77,"RxPosition_m","-394.9765 454.9379 3.263162","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0079","LINK-0079",78,"Distance3D_m","492.2111","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0079","LINK-0079",78,"PropagationDelay_s","1.6418e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0079","LINK-0079",78,"SignedDoppler_Hz","1207.2706","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0079","LINK-0079",78,"TxPosition_m","-239.7581 -60.22601 10.48121","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0079","LINK-0079",78,"RxPosition_m","204.0801 -272.9396 4.795519","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0080","LINK-0080",79,"Distance3D_m","718.4119","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0080","LINK-0080",79,"PropagationDelay_s","2.3964e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0080","LINK-0080",79,"SignedDoppler_Hz","640.0301","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0080","LINK-0080",79,"TxPosition_m","-353.7878 316.158 19.5341","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0080","LINK-0080",79,"RxPosition_m","-220.8914 -389.6926 4.394723","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0081","LINK-0081",80,"Distance3D_m","588.8922","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0081","LINK-0081",80,"PropagationDelay_s","1.9643e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0081","LINK-0081",80,"SignedDoppler_Hz","1227.3401","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0081","LINK-0081",80,"TxPosition_m","-32.34554 -115.5102 10.3294","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0081","LINK-0081",80,"RxPosition_m","-494.3596 -480.6111 4.143113","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0082","LINK-0082",81,"Distance3D_m","384.8783","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0082","LINK-0082",81,"PropagationDelay_s","1.2838e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0082","LINK-0082",81,"SignedDoppler_Hz","534.7483","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0082","LINK-0082",81,"TxPosition_m","-342.5384 463.6176 17.20557","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0082","LINK-0082",81,"RxPosition_m","-41.3974 224.3485 3.215636","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0083","LINK-0083",82,"Distance3D_m","382.1755","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0083","LINK-0083",82,"PropagationDelay_s","1.2748e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0083","LINK-0083",82,"SignedDoppler_Hz","-123.1313","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0083","LINK-0083",82,"TxPosition_m","-345.1918 25.10303 13.89993","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0083","LINK-0083",82,"RxPosition_m","-213.1419 383.565 2.677848","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0084","LINK-0084",83,"Distance3D_m","875.3361","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0084","LINK-0084",83,"PropagationDelay_s","2.9198e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0084","LINK-0084",83,"SignedDoppler_Hz","-464.8169","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0084","LINK-0084",83,"TxPosition_m","448.08 -57.82377 38.78584","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0084","LINK-0084",83,"RxPosition_m","-398.3352 -278.2428 4.002896","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0085","LINK-0085",84,"Distance3D_m","264.6141","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0085","LINK-0085",84,"PropagationDelay_s","8.8266e-07","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0085","LINK-0085",84,"SignedDoppler_Hz","-1247.1647","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0085","LINK-0085",84,"TxPosition_m","146.507 -99.42167 27.0961","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0085","LINK-0085",84,"RxPosition_m","373.6981 33.83682 1.65952","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0086","LINK-0086",85,"Distance3D_m","353.8932","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0086","LINK-0086",85,"PropagationDelay_s","1.1805e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0086","LINK-0086",85,"SignedDoppler_Hz","-223.224","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0086","LINK-0086",85,"TxPosition_m","102.2053 30.77719 22.18248","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0086","LINK-0086",85,"RxPosition_m","399.2829 222.1648 3.312005","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0087","LINK-0087",86,"Distance3D_m","1069.5866","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0087","LINK-0087",86,"PropagationDelay_s","3.5678e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0087","LINK-0087",86,"SignedDoppler_Hz","616.0937","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0087","LINK-0087",86,"TxPosition_m","407.7623 308.933 34.50773","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0087","LINK-0087",86,"RxPosition_m","-466.5074 -306.5039 4.417216","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0088","LINK-0088",87,"Distance3D_m","531.892","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0088","LINK-0088",87,"PropagationDelay_s","1.7742e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0088","LINK-0088",87,"SignedDoppler_Hz","-70.4211","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0088","LINK-0088",87,"TxPosition_m","225.2916 82.99603 38.93381","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0088","LINK-0088",87,"RxPosition_m","241.3369 -447.3691 1.994728","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0089","LINK-0089",88,"Distance3D_m","373.7237","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0089","LINK-0089",88,"PropagationDelay_s","1.2466e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0089","LINK-0089",88,"SignedDoppler_Hz","783.591","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0089","LINK-0089",88,"TxPosition_m","-3.271524 301.6976 34.534","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0089","LINK-0089",88,"RxPosition_m","148.0653 -38.50457 2.455351","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0090","LINK-0090",89,"Distance3D_m","396.1291","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0090","LINK-0090",89,"PropagationDelay_s","1.3213e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0090","LINK-0090",89,"SignedDoppler_Hz","728.9751","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0090","LINK-0090",89,"TxPosition_m","49.16156 118.9743 22.38908","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0090","LINK-0090",89,"RxPosition_m","-88.26935 490.0578 4.27813","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0091","LINK-0091",90,"Distance3D_m","587.346","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0091","LINK-0091",90,"PropagationDelay_s","1.9592e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0091","LINK-0091",90,"SignedDoppler_Hz","274.9295","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0091","LINK-0091",90,"TxPosition_m","97.94441 303.396 29.28639","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0091","LINK-0091",90,"RxPosition_m","-484.626 373.2831 2.774893","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0092","LINK-0092",91,"Distance3D_m","546.0505","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0092","LINK-0092",91,"PropagationDelay_s","1.8214e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0092","LINK-0092",91,"SignedDoppler_Hz","-180.0191","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0092","LINK-0092",91,"TxPosition_m","-1.03819 -165.3158 25.95943","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0092","LINK-0092",91,"RxPosition_m","-462.183 -456.7966 2.388244","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0093","LINK-0093",92,"Distance3D_m","306.7557","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0093","LINK-0093",92,"PropagationDelay_s","1.0232e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0093","LINK-0093",92,"SignedDoppler_Hz","-915.1785","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0093","LINK-0093",92,"TxPosition_m","-357.7692 385.9341 10.64818","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0093","LINK-0093",92,"RxPosition_m","-51.22435 378.084 2.420753","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0094","LINK-0094",93,"Distance3D_m","632.0204","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0094","LINK-0094",93,"PropagationDelay_s","2.1082e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0094","LINK-0094",93,"SignedDoppler_Hz","-131.7136","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0094","LINK-0094",93,"TxPosition_m","74.19834 346.6919 26.16111","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0094","LINK-0094",93,"RxPosition_m","-330.7859 -138.0257 4.105577","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0095","LINK-0095",94,"Distance3D_m","498.2435","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0095","LINK-0095",94,"PropagationDelay_s","1.662e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0095","LINK-0095",94,"SignedDoppler_Hz","-120.7923","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0095","LINK-0095",94,"TxPosition_m","495.3307 350.1115 35.8997","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0095","LINK-0095",94,"RxPosition_m","9.875711 457.718 4.263263","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0096","LINK-0096",95,"Distance3D_m","546.5926","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0096","LINK-0096",95,"PropagationDelay_s","1.8232e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0096","LINK-0096",95,"SignedDoppler_Hz","426.3956","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0096","LINK-0096",95,"TxPosition_m","16.4055 24.0563 14.9852","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0096","LINK-0096",95,"RxPosition_m","247.9131 -470.9283 2.419439","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0097","LINK-0097",96,"Distance3D_m","833.3419","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0097","LINK-0097",96,"PropagationDelay_s","2.7797e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0097","LINK-0097",96,"SignedDoppler_Hz","-93.0541","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0097","LINK-0097",96,"TxPosition_m","-388.8578 -283.9496 30.81168","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0097","LINK-0097",96,"RxPosition_m","440.2907 -363.1337 4.328229","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0098","LINK-0098",97,"Distance3D_m","665.5483","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0098","LINK-0098",97,"PropagationDelay_s","2.22e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0098","LINK-0098",97,"SignedDoppler_Hz","1722.2117","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0098","LINK-0098",97,"TxPosition_m","493.1348 -308.443 20.82618","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0098","LINK-0098",97,"RxPosition_m","-21.02361 113.8599 4.83032","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0099","LINK-0099",98,"Distance3D_m","906.4961","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0099","LINK-0099",98,"PropagationDelay_s","3.0237e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0099","LINK-0099",98,"SignedDoppler_Hz","-1559.3722","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0099","LINK-0099",98,"TxPosition_m","-406.3903 -308.2277 14.83438","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0099","LINK-0099",98,"RxPosition_m","150.2372 407.1226 1.60683","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0100","LINK-0100",99,"Distance3D_m","251.1886","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0100","LINK-0100",99,"PropagationDelay_s","8.3787e-07","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0100","LINK-0100",99,"SignedDoppler_Hz","875.5501","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0100","LINK-0100",99,"TxPosition_m","279.8091 152.3699 38.66423","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0100","LINK-0100",99,"RxPosition_m","290.5813 -95.96136 2.453165","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0101","LINK-0101",100,"Distance3D_m","864.2774","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0101","LINK-0101",100,"PropagationDelay_s","2.8829e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0101","LINK-0101",100,"SignedDoppler_Hz","-858.6812","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0101","LINK-0101",100,"TxPosition_m","206.1692 411.6303 30.16042","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0101","LINK-0101",100,"RxPosition_m","320.1197 -444.7155 4.418581","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0102","LINK-0102",101,"Distance3D_m","504.8976","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0102","LINK-0102",101,"PropagationDelay_s","1.6842e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0102","LINK-0102",101,"SignedDoppler_Hz","-824.1185","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0102","LINK-0102",101,"TxPosition_m","168.6931 142.9885 24.63297","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0102","LINK-0102",101,"RxPosition_m","85.75854 -354.6482 4.602197","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0103","LINK-0103",102,"Distance3D_m","415.0596","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0103","LINK-0103",102,"PropagationDelay_s","1.3845e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0103","LINK-0103",102,"SignedDoppler_Hz","-92.3233","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0103","LINK-0103",102,"TxPosition_m","57.44291 365.0233 18.86912","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0103","LINK-0103",102,"RxPosition_m","472.1891 359.9666 3.556101","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0104","LINK-0104",103,"Distance3D_m","576.9179","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0104","LINK-0104",103,"PropagationDelay_s","1.9244e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0104","LINK-0104",103,"SignedDoppler_Hz","293.291","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0104","LINK-0104",103,"TxPosition_m","-354.8171 240.7136 35.36794","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0104","LINK-0104",103,"RxPosition_m","-266.7843 -328.4435 1.53545","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0105","LINK-0105",104,"Distance3D_m","871.5091","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0105","LINK-0105",104,"PropagationDelay_s","2.907e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0105","LINK-0105",104,"SignedDoppler_Hz","-313.718","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0105","LINK-0105",104,"TxPosition_m","452.7145 -352.5687 25.79184","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0105","LINK-0105",104,"RxPosition_m","-402.6072 -186.686 4.917261","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0106","LINK-0106",105,"Distance3D_m","460.2791","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0106","LINK-0106",105,"PropagationDelay_s","1.5353e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0106","LINK-0106",105,"SignedDoppler_Hz","-696.5696","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0106","LINK-0106",105,"TxPosition_m","-165.0121 -50.66734 17.168","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0106","LINK-0106",105,"RxPosition_m","-305.9264 -488.623 3.210355","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0107","LINK-0107",106,"Distance3D_m","254.8834","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0107","LINK-0107",106,"PropagationDelay_s","8.502e-07","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0107","LINK-0107",106,"SignedDoppler_Hz","-831.5829","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0107","LINK-0107",106,"TxPosition_m","146.7845 -314.7517 10.70553","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0107","LINK-0107",106,"RxPosition_m","-100.4354 -376.4973 4.759988","independent_vector_input","sixgr.channel.GeometryKinematics",0,"PASS"
"GEO-0108","LINK-0108",107,"Distance3D_m","419.7055","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0108","LINK-0108",107,"PropagationDelay_s","1.4e-06","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
"GEO-0108","LINK-0108",107,"SignedDoppler_Hz","-505.1626","derived_from_observed_component_input","sixgr.channel.GeometryKinematics",1,"PASS"
