RunID,LedgerRowID,AttemptID,TBID,Codeword,NDIEpoch,RV,MotherCodeIndex,LLRSum,ObservationWeight,CodingLayoutSHA256,RateMatchSHA256,ChannelRealizationID,NoiseRealizationID,ReceiverSHA256,Status
MAC_PHASE08_R18_20260727033902,8fa19bd779f4f0dfc7e6fd0d7e5e18ab1197a2ef155885065e7181c5e5c4f117,457a1344c6b21be6d7e91fd1549e785f27ac365c76cc272d932138136977e7bc,TB-13,0,13,3,50,-3.55,1,3ff686f50133f9a8b1d21dbc96e5e7c963dc15f2846e81de9272e7ed1577cb54,e5e3c1e63aeba4cf2f66836e7bd8bb13b8ec8bdd891ba361657fec52c566851a,CH-3,NOISE-3,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,2273ede493a0f69b4e58ac4b19a3c25c34b4ddd2e22977d930e5db403714afc4,cd17a07a906ebfcd9e5b23b06efad123ad335e5e920a43b421dc3a534e6025cc,TB-13,1,13,1,51,3.6,1,3ff686f50133f9a8b1d21dbc96e5e7c963dc15f2846e81de9272e7ed1577cb54,e5e3c1e63aeba4cf2f66836e7bd8bb13b8ec8bdd891ba361657fec52c566851a,CH-4,NOISE-4,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,6c3fefe6f53cf7ec4fd2b2f387c35a949290ef6469c7de60a48be8b4f5fb9cd2,6729aaa23c4927da4875687dd71fdc320d409339f5dc031c513d91d0763317b3,TB-14,0,14,0,52,-3.65,1,2b1263d7a1283e120a78c1bc615b65c2f3cb6318ee933b5a9f3432169c2c1092,7447db84700de2089757889b482b0fb91868e9c4a4bdb8db17de2f2148f88697,CH-5,NOISE-5,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,ed535c9a2ec641e052aaa9bce24343470bff03afa3becf6d124e3673f0b6f778,c4236e09ea0956216714c8fb447f697599ff8cb7fd8d53516560ccf9bbf778eb,TB-14,1,14,2,53,3.7,1,2b1263d7a1283e120a78c1bc615b65c2f3cb6318ee933b5a9f3432169c2c1092,7447db84700de2089757889b482b0fb91868e9c4a4bdb8db17de2f2148f88697,CH-6,NOISE-6,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,ce548212f13141b5f2f468cfa1c138083f19487431d0f51459fddc3517f428f4,262e1fcb0cf2c92ce3bb97846587194eee704cce560449afa4722b383de84e51,TB-14,0,14,3,54,-3.75,1,2b1263d7a1283e120a78c1bc615b65c2f3cb6318ee933b5a9f3432169c2c1092,7447db84700de2089757889b482b0fb91868e9c4a4bdb8db17de2f2148f88697,CH-1,NOISE-1,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,a8dd3fabe4594b6022e46f9c4dc7dbd194346712a18d631701a31acee2ede939,e336288a9932712eae2bcd1f67239271ff062714a5a10d5da2eecc214c100383,TB-14,1,14,1,55,3.8,1,2b1263d7a1283e120a78c1bc615b65c2f3cb6318ee933b5a9f3432169c2c1092,7447db84700de2089757889b482b0fb91868e9c4a4bdb8db17de2f2148f88697,CH-2,NOISE-2,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,26b60a6e591bd5536cbb2766ba65abd6aefc5f08b3b370f095cf8ba7ddf704d7,c7d9451cbc93b08e5591b82fb8beecbb0f5aff361acd814853da285c373d5b90,TB-15,0,15,0,56,-3.85,1,52a11f140012496dd82866846484b68affb7a459d0fed57f302916bde9a9510a,6ae5061364bc31770828cdf6a4d2ce0f903183a65832415bc5a505d7cfc41fa2,CH-3,NOISE-3,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,731383d5cd9a6cf07fd396ed5a2a934488b4c48706de729f537ee17ae3a027bd,4301ea20cb7f693c40eb90997740aa206264a33c53621f9d72d2560953a05bdc,TB-15,1,15,2,57,3.9,1,52a11f140012496dd82866846484b68affb7a459d0fed57f302916bde9a9510a,6ae5061364bc31770828cdf6a4d2ce0f903183a65832415bc5a505d7cfc41fa2,CH-4,NOISE-4,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,d96075797aca31f708fb932be18563d9634d12e29363f9eba61b214113898b20,3f071174f6f19650e14e190be1c2cb29593f3313fbd442abbd8e6013a2e2751f,TB-15,0,15,3,58,-3.95,1,52a11f140012496dd82866846484b68affb7a459d0fed57f302916bde9a9510a,6ae5061364bc31770828cdf6a4d2ce0f903183a65832415bc5a505d7cfc41fa2,CH-5,NOISE-5,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
MAC_PHASE08_R18_20260727033902,5223b4779a86f7100256a1c3b7a9b8a2cd5e042e68f29723a184bb858507daf2,45cb277108be3a6951bcddf33fb85b53558583cda4029f6924c7ba66a95da1e2,TB-15,1,15,1,59,4,1,52a11f140012496dd82866846484b68affb7a459d0fed57f302916bde9a9510a,6ae5061364bc31770828cdf6a4d2ce0f903183a65832415bc5a505d7cfc41fa2,CH-6,NOISE-6,a7ec724ebf655f82aea99f4dacfc983db60a1cc17b897b1bf43040cfba338e8e,PASS
