Step,UEIndex,RNTI,ServingCell,Frame,Slot,Time_s,Direction,StageName,EventName,LifecycleState,StageStatus,SourceArtifact,SourceRow,ValueSource,ValueRole,ValueStatus,ValueDefinition,SlotDuration_s,ProcedureStartSlot,ProcedureEndSlot,ProcedureDelay_ms,AccessDelay_ms,CompleteFlag,PlaceholderFlag,FallbackFlag,UnavailableReason,Notes
68,34,34,1,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
69,35,35,2,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
70,35,35,2,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
71,36,36,5,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
72,36,36,5,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
73,37,37,4,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
74,37,37,4,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
75,38,38,4,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
76,38,38,4,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
77,39,39,5,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
78,39,39,5,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
79,40,40,1,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
80,40,40,1,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
81,41,41,2,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
82,41,41,2,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
83,42,42,4,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
84,42,42,4,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
85,43,43,1,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
86,43,43,1,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
87,44,44,4,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
88,44,44,4,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
89,45,45,2,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
90,45,45,2,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
91,46,46,5,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
92,46,46,5,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
93,47,47,1,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
94,47,47,1,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
95,48,48,5,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
96,48,48,5,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
97,49,49,4,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
98,49,49,4,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
99,50,50,2,1,1,0,DL,PBCH,SSB_DETECTED,SSB_DETECTED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_cell_search_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,SSB detection observed in the coupled PBCH/cell-search runtime gate.
100,50,50,2,1,1,0,DL,PBCH,PBCH_DECODED,PBCH_DECODED,PASS,control/csv/pbch_trials.csv,not_applicable,slot_coupled_pbch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PBCH decode observed in the coupled PBCH/cell-search runtime gate.
101,1,1,5,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
102,2,2,3,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
103,3,3,1,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
104,4,4,2,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
105,5,5,1,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
106,6,6,2,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
107,7,7,1,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
108,8,8,5,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
109,9,9,1,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
110,10,10,2,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
111,11,11,5,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
112,12,12,3,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
113,13,13,3,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
114,14,14,1,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
115,15,15,3,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
116,16,16,3,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
117,17,17,5,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
118,18,18,3,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
119,19,19,1,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
120,20,20,4,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
121,21,21,5,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
122,22,22,4,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
123,23,23,3,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
124,24,24,3,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
125,25,25,5,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
126,26,26,1,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
127,27,27,1,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
128,28,28,5,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
129,29,29,2,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
130,30,30,5,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
131,31,31,5,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
132,32,32,4,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
133,33,33,3,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
