ScenarioID,ConfigHash,RunnerProfile,Category,ParameterName,BrowserExposed,YAMLExposed,RuntimeDerived,HiddenFallbackRemoved,OwnershipClass,SourceOfTruth,CanonicalArtifact,RuntimeConsumer,Definition
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","scheduler_mac","traffic.flows",1,1,1,1,"runtime_derived","explicit_traffic.flows_or_derived_from_scalar_traffic_config","reports/csv/runtime_operating_mode.csv","buildInternalConfig.localResolveTrafficFlows -> cfg.traffic.flows","Traffic flows are explicit when provided; legacy scalar traffic profiles derive a single flow with source/derivation labels."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","scheduler_mac","coding.max_decoder_iterations",0,1,0,1,"yaml_only","yaml_coding.max_decoder_iterations","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.ldpc.maxIterations","Decoder-iteration budget is YAML-owned and reaches the active LDPC decoder configuration."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","harq","harq.enabled",0,1,0,1,"yaml_only","yaml_harq.enabled","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.harq.enable / cfg.mac.harq.enable","HARQ enablement is YAML-owned and reaches the runtime HARQ entities."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","harq","harq.max_retx",0,1,0,1,"yaml_only","yaml_harq.max_retx","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.mac.harq.maxRetx","HARQ max retransmission count reaches the active runtime HARQ entity."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","harq","harq.process_count",0,1,0,1,"yaml_only","yaml_harq.process_count","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.harq.nProcesses","HARQ process count reaches the active runtime HARQ entity."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","harq","harq.feedback_timing_slots",0,1,0,1,"yaml_only","yaml_harq.feedback_timing_slots","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.harq.feedbackTimingSlots","HARQ feedback timing reaches the active runtime HARQ entity."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","harq","harq.combining_mode",0,1,0,1,"yaml_only","yaml_harq.combining_mode","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.harq.combiningMode","HARQ combining mode is YAML-owned and reaches the runtime HARQ entity."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","harq","harq.validation_mode",0,1,0,1,"yaml_only","yaml_harq.validation_mode","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.harq.validationMode","HARQ validation mode is YAML-owned and reaches the runtime HARQ entity."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","control_gating","control_gating.pbch_required",1,1,0,1,"browser_exposed","browser_or_yaml_control_gating.pbch_required","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.run.controlGating.pbchRequired","PBCH gating requirement is owned by config and reaches the runtime control gate."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","control_gating","control_gating.prach_required",1,1,0,1,"browser_exposed","browser_or_yaml_control_gating.prach_required","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.run.controlGating.prachRequired","PRACH gating requirement is owned by config and reaches the runtime control gate."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","control_gating","control_gating.pdcch_required",1,1,0,1,"browser_exposed","browser_or_yaml_control_gating.pdcch_required","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.run.controlGating.pdcchRequired","PDCCH gating requirement is owned by config and reaches the runtime control gate."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","control_gating","control_gating.srs_required",1,1,0,1,"browser_exposed","browser_or_yaml_control_gating.srs_required","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.run.controlGating.srsRequired","SRS gating requirement is owned by config and reaches the runtime control gate."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","control_gating","control_gating.trs_required",1,1,0,1,"browser_exposed","browser_or_yaml_control_gating.trs_required","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.run.controlGating.trsRequired","TRS gating requirement is owned by config and reaches the runtime control gate."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","control_gating","control_gating.srs_max_age_slots",1,1,0,1,"browser_exposed","browser_or_yaml_control_gating.srs_max_age_slots","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.run.controlGating.srsMaxAgeSlots","SRS max-age threshold is owned by config and reaches the runtime control gate."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","control_gating","control_gating.trs_max_age_slots",1,1,0,1,"browser_exposed","browser_or_yaml_control_gating.trs_max_age_slots","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.run.controlGating.trsMaxAgeSlots","TRS max-age threshold is owned by config and reaches the runtime control gate."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","pucch_trs","control.pucch_enabled",0,1,0,1,"yaml_only","yaml_control.pucch_enabled","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.pucch.enable","PUCCH enablement is YAML-owned and reaches the runtime control-channel chain."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","pucch_trs","control.pucch_format",0,1,0,1,"yaml_only","yaml_control.pucch_format","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.pucch.format","PUCCH format is YAML-owned and reaches the runtime control-channel chain."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","pucch_trs","reference_signals.srs_enabled",0,1,0,1,"yaml_only","yaml_reference_signals.srs_enabled","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.srs.enable","SRS enablement is YAML-owned and reaches the runtime uplink sounding chain."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","pucch_trs","reference_signals.srs_ports",0,1,0,1,"yaml_only","yaml_reference_signals.srs_ports","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.srs.nPorts","SRS port count is YAML-owned and reaches the runtime uplink sounding chain."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","pucch_trs","reference_signals.trs_enabled",0,1,0,1,"yaml_only","yaml_reference_signals.trs_enabled","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.trs.enable","TRS enablement is YAML-owned and reaches the runtime tracking-reference-signal path."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","pucch_trs","reference_signals.trs.num_ports",0,1,0,1,"yaml_only","yaml_reference_signals.trs.num_ports","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.trs.nPorts","TRS port count is YAML-owned and reaches the runtime tracking-reference-signal path."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","pucch_trs","reference_signals.trs.scrambling_id",0,1,0,1,"yaml_only","yaml_reference_signals.trs.scrambling_id","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.trs.scramblingID","TRS scrambling ID is YAML-owned and reaches the runtime tracking-reference-signal path."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","pucch_trs","reference_signals.ptrs_enabled",0,1,0,1,"yaml_only","yaml_reference_signals.ptrs_enabled","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.ptrs.enable","PTRS enablement is YAML-owned and reaches the runtime phase-tracking path."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","pucch_trs","reference_signals.tracking_rs_enabled",0,1,0,1,"yaml_only","yaml_reference_signals.tracking_rs_enabled","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.trackingRS.enable","Tracking-RS enablement is YAML-owned and reaches the runtime tracking-reference-signal path."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","users.beam_selection_strategy",1,1,0,1,"browser_exposed","browser_or_yaml_users.beam_selection_strategy","air_interface/csv/dl_pdsch_trials.csv","runWaveformLinkBundle.localResolveMultiUserSpec -> beam selection strategy","Configured beam-selection strategy reaches runtime user policy and raw trial evidence."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","link_adaptation.fixed_or_amc",0,1,0,1,"yaml_only","yaml_link_adaptation.fixed_or_amc","reports/csv/runtime_operating_mode.csv","buildInternalConfig -> cfg.phy.linkAdaptation.mode","Configured link-adaptation mode reaches runtime operating-mode exports."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","modulation.mcs_table",0,1,0,1,"yaml_only","yaml_modulation.mcs_table","reports/csv/runtime_operating_mode.csv","buildInternalConfig -> cfg.phy.pdsch.mcsTable / cfg.phy.pusch.mcsTable","Configured MCS table reaches runtime operating-mode exports and grant/trial consumers."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","link_adaptation.cqi_table",0,1,0,1,"yaml_only","yaml_link_adaptation.cqi_table","reports/csv/runtime_operating_mode.csv","buildInternalConfig.localResolveCQITableToken -> cfg.phy.csi.cqiTable","Configured CQI table reaches runtime CSI and operating-mode exports."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","link_adaptation.pdsch_link_adaptation_policy",0,1,0,1,"yaml_only","yaml_link_adaptation.pdsch_link_adaptation_policy","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.linkAdaptation.dlPolicy","DL link-adaptation policy is YAML-owned and reaches the runtime scheduler/AMC controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","link_adaptation.pusch_link_adaptation_policy",0,1,0,1,"yaml_only","yaml_link_adaptation.pusch_link_adaptation_policy","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.linkAdaptation.ulPolicy","UL link-adaptation policy is YAML-owned and reaches the runtime scheduler/AMC controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","link_adaptation.cqi_source",0,1,0,1,"yaml_only","yaml_link_adaptation.cqi_source","reports/csv/runtime_operating_mode.csv","buildInternalConfig -> cfg.phy.linkAdaptation.cqiSource","CQI source policy is YAML-owned and reaches the runtime scheduler/AMC controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","link_adaptation.delta_cqi_policy",0,1,0,1,"yaml_only","yaml_link_adaptation.delta_cqi_policy","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.linkAdaptation.deltaCQIPolicy","Delta-CQI policy is YAML-owned and reaches the runtime scheduler/AMC controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","link_adaptation.delta_mcs_policy",0,1,0,1,"yaml_only","yaml_link_adaptation.delta_mcs_policy","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.linkAdaptation.deltaMCSPolicy","Delta-MCS policy is YAML-owned and reaches the runtime scheduler/AMC controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","link_adaptation.rank_adaptation_policy",0,1,0,1,"yaml_only","yaml_link_adaptation.rank_adaptation_policy","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.linkAdaptation.rankPolicy","Rank-adaptation policy is YAML-owned and reaches the runtime scheduler/AMC controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","link_adaptation.adaptation_periodicity",0,1,0,1,"yaml_only","yaml_link_adaptation.adaptation_periodicity","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.linkAdaptation.periodicity","Adaptation periodicity is YAML-owned and reaches the runtime scheduler/AMC controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","link_adaptation.adaptation_delay_model",0,1,0,1,"yaml_only","yaml_link_adaptation.adaptation_delay_model","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.linkAdaptation.delayModel","Adaptation delay model is YAML-owned and reaches the runtime scheduler/AMC controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","link_adaptation.beam_adaptation_policy",0,1,0,1,"yaml_only","yaml_link_adaptation.beam_adaptation_policy","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.linkAdaptation.beamPolicy","Beam adaptation policy reaches the runtime link-adaptation controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","reference_signals.pmi_codebook_mode",1,1,0,1,"browser_exposed","browser_or_yaml_reference_signals.pmi_codebook_mode","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.csi.pmiCodebookMode","PMI codebook mode reaches the runtime CSI/precoding controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","csi_acquisition_and_reporting.channel_state_information_mode",0,1,0,1,"yaml_only","yaml_csi_acquisition_and_reporting.channel_state_information_mode","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.csi.feedbackMode","CSI feedback mode is YAML-owned and reaches the runtime CSI controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","csi_acquisition_and_reporting.cqi_policy",0,1,0,1,"yaml_only","yaml_csi_acquisition_and_reporting.cqi_policy","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.csi.cqiPolicy; derived enable flag cfg.phy.csi.reportCQI","CQI reporting policy token remains a policy token; the reportCQI boolean is exported separately as derived evidence."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","csi_acquisition_and_reporting.pmi_policy",1,1,0,1,"browser_exposed","browser_or_yaml_csi_acquisition_and_reporting.pmi_policy","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.csi.pmiPolicy; derived enable flag cfg.phy.csi.reportPMI","PMI reporting policy token remains a policy token; the reportPMI boolean is exported separately as derived evidence."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","csi_acquisition_and_reporting.ri_policy",0,1,0,1,"yaml_only","yaml_csi_acquisition_and_reporting.ri_policy","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.csi.riPolicy; derived enable flag cfg.phy.csi.reportRI","RI reporting policy token remains a policy token; the reportRI boolean is exported separately as derived evidence."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","csi_acquisition_and_reporting.cri_policy",0,1,0,1,"yaml_only","yaml_csi_acquisition_and_reporting.cri_policy","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.csi.criPolicy; derived enable flag cfg.phy.csi.reportCRI","CRI reporting policy token remains a policy token; the reportCRI boolean is exported separately as derived evidence."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","csi_acquisition_and_reporting.report_payload_mode",0,1,0,1,"yaml_only","yaml_csi_acquisition_and_reporting.report_payload_mode","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.phy.csi.reportPayloadMode","CSI payload-packing mode is YAML-owned and reaches the runtime CSI controller."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","beam_precoding","waveform.transform_precoding_enabled",1,1,0,1,"browser_exposed","browser_or_yaml_waveform.transform_precoding_enabled","air_interface/csv/ul_pusch_trials.csv","buildInternalConfig -> cfg.phy.pusch.transformPrecoding","Transform precoding configuration reaches runtime UL waveform and raw trial evidence."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","exports","output.backend",0,1,0,1,"yaml_only","yaml_output.backend","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.outputs.storageBackend","Output backend is YAML-owned and determines filesystem vs DB artifact persistence."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","exports","output.database_host",0,1,0,1,"yaml_only","yaml_output.database_host","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.outputs.databaseHost","Database host is YAML-owned for DB-backed artifact persistence."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","exports","output.database_port",0,1,0,1,"yaml_only","yaml_output.database_port","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.outputs.databasePort","Database port is YAML-owned for DB-backed artifact persistence."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","exports","output.database_schema",0,1,0,1,"yaml_only","yaml_output.database_schema","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.outputs.databaseSchema","Database schema is YAML-owned for DB-backed artifact persistence."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","exports","output.save_csv",0,1,0,1,"yaml_only","yaml_output.save_csv","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.outputs.saveCSV","CSV export enablement is YAML-owned and reaches the runtime artifact writer."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","exports","output.save_mat",0,1,0,1,"yaml_only","yaml_output.save_mat","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.outputs.saveMAT","MAT export enablement is YAML-owned and reaches the runtime artifact writer."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","exports","output.save_figures",0,1,0,1,"yaml_only","yaml_output.save_figures","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.outputs.saveFigures","Figure export enablement is YAML-owned and reaches the runtime artifact writer."
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","waveform_bundle","exports","output.save_png",0,1,0,1,"yaml_only","yaml_output.save_png","reports/csv/config_roundtrip_verification.csv","buildInternalConfig -> cfg.outputs.savePNG","PNG export enablement is YAML-owned and reaches the runtime artifact writer."
