ScenarioID,ConfigHash,RunTag,RunnerProfile,FieldName,ValueSource,ValueRole,ValueStatus,ValueDefinition,FinalizedFlag,PlaceholderFlag,FallbackFlag,NAReason,CanonicalArtifacts
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ConfiguredTrafficTargetRate_Mbps","resolved_traffic_target_rate","configured","OK","Configured target traffic rate in Mbps used by the active runtime traffic generator.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","TrafficFlowSource","traffic_flow_ownership_source","configured_or_derived","OK","Traffic-flow ownership source: explicit traffic.flows or resolver-derived from scalar traffic config.",1,1,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","TrafficFlowDerivationMode","traffic_flow_ownership_source","configured_or_derived","OK","Traffic-flow derivation mode used by buildInternalConfig; explicit flows remain explicit, scalar-derived flows are labeled.",1,1,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","TrafficFlowResolvedFlag","traffic_flow_ownership_source","derived","OK","Boolean proof that the active runtime received a resolved traffic-flow object before traffic generation.",1,1,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","EffectiveWorkers","parallel_runtime_execution_state","applied","OK","Effective worker count actually used by the runtime execution path.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ParallelExecutionActive","parallel_runtime_execution_state","runtime_state_derived","OK","Whether runtime parallel execution was actually active.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ParallelDisabledReason","parallel_runtime_execution_state","runtime_state_derived","OK","Reason token explaining why configured parallel execution was not active, if applicable.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","UseIdealTimingSync","resolved_receiver_timing_policy","resolved","OK","Resolved receiver timing-sync policy consumed by the active DL/UL receiver trials.",1,0,0,"","air_interface/csv/*_trials.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","ControlIntegrationMode","runtime_control_integration_state","runtime_state_derived","OK","Runtime control-integration mode token describing whether control sidecars were gating the receiver path.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","PBCHGatingActive","resolved_control_gating_config_applied_to_coupled_runtime","resolved","OK","Resolved PBCH gating requirement as applied by the coupled runtime control gate.",1,0,0,"","reports/csv/live_control_gating_summary.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","PRACHGatingActive","resolved_control_gating_config_applied_to_coupled_runtime","resolved","OK","Resolved PRACH gating requirement as applied by the coupled runtime control gate.",1,0,0,"","reports/csv/live_control_gating_summary.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","PDCCHGatingActive","resolved_control_gating_config_applied_to_coupled_runtime","resolved","OK","Resolved PDCCH gating requirement as applied by the coupled runtime control gate.",1,0,0,"","reports/csv/live_control_gating_summary.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","SRSGatingActive","resolved_control_gating_config_applied_to_coupled_runtime","resolved","OK","Resolved SRS gating requirement as applied by the coupled runtime control gate.",1,0,0,"","reports/csv/live_control_gating_summary.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","TRSGatingActive","resolved_control_gating_config_applied_to_coupled_runtime","resolved","OK","Resolved TRS gating requirement as applied by the coupled runtime control gate.",1,0,0,"","reports/csv/live_control_gating_summary.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","PBCHMode","runtime_control_signal_mode","runtime_state_derived","OK","Runtime PBCH control mode token.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","PRACHMode","runtime_control_signal_mode","runtime_state_derived","OK","Runtime PRACH control mode token.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","PDCCHMode","runtime_control_signal_mode","runtime_state_derived","OK","Runtime PDCCH control mode token.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","PUCCHMode","runtime_control_signal_mode","runtime_state_derived","OK","Runtime PUCCH control mode token.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","SRSMode","runtime_control_signal_mode","runtime_state_derived","OK","Runtime SRS control mode token.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","TRSMode","runtime_control_signal_mode","runtime_state_derived","OK","Runtime TRS control mode token.",1,0,0,"","reports/csv/runtime_operating_mode.csv"
"lls_3gpp_rel20_anchor_4ghz_100mhz_waveform_honest_5gnb_50ue_10slot","a1a414876cde1a5883e2a2ab610e6603ef434ebb5b0a934bfcb8df1260a73d7c","webgui_rel20_4ghz_100mhz_5gnb_50ue_10slot_20260417_170900","waveform_bundle","PRBStart","scheduler_grant","applied","OK","Grant PRB start from the actual scheduled grant.",1,0,0,"","air_interface/csv/*_trials.csv"
