run_id,direction,ue_id,frame,slot,source_artifact,decoder_iterations,crc_pass,codeblock_bler,cbg_bler
1,DL,33,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,22,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,38,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,42,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,20,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,32,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,37,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,40,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,44,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,49,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,30,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,46,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,1,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,8,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,11,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,17,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,21,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,25,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,28,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,31,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,36,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,39,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,48,1,8,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,3,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,26,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,43,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,47,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,19,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,14,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,5,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,9,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,40,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,10,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,35,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,50,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,4,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,6,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,29,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,41,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,45,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,2,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,15,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,23,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,18,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,12,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,13,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,16,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,24,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,33,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,22,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,34,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,42,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,38,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,8,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,20,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,32,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,37,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,44,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,49,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,30,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,39,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,7,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,46,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,27,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,11,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,1,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,17,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,21,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,25,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,28,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,31,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,36,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,48,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,3,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,5,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,9,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,14,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,19,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,26,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,40,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,43,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,47,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,4,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,6,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,10,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,29,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,35,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,41,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,45,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,50,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,2,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,12,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,13,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,15,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,16,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,18,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,23,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,24,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,33,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,8,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,20,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,22,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,32,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,34,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,37,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,38,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,42,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,44,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,49,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,1,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,7,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,11,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,17,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,21,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,25,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,27,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,28,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,30,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,31,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,36,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,39,1,9,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,3,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,5,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,9,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,14,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,19,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,26,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,40,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,43,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,47,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,4,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,6,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,10,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,29,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,41,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,45,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,50,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,35,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,12,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,13,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,18,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,23,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,15,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,24,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,2,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,16,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,33,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,22,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,32,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,34,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,37,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,38,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,44,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,49,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,42,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,20,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,8,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,7,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,11,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,25,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,27,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,28,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,30,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,31,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,36,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,21,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,1,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,17,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,39,1,10,air_interface/csv/pdcch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
1,DL,not_applicable,1,1,air_interface/csv/pbch_trials.csv,not_applicable,1,not_applicable,not_applicable
